tile_id,num_no_hh,people,ngiant,frac_no_hh,frac_giant,x,y,hc1,hc2
1399,1,40,40.0,0.025,1.0,34,15,0.8202015,0.03301
1400,6,35,34.0,0.17142857142857143,0.9714285714285714,35,15,0.72986645,0.029901057
1401,12,96,88.0,0.125,0.9166666666666666,36,15,2.040343,0.092827335
1402,3,24,20.0,0.125,0.8333333333333334,37,15,0.5179885,0.02280703
1403,5,58,55.0,0.08620689655172414,0.9482758620689655,38,15,1.2798817,0.066350736
1404,23,347,333.0,0.06628242074927954,0.9596541786743515,39,15,7.8635583,0.5596152
1405,23,262,251.0,0.08778625954198473,0.9580152671755725,40,15,5.9462066,0.3785035
1409,5,26,23.0,0.19230769230769232,0.8846153846153846,44,15,0.59276444,0.022750081
1410,1,18,16.0,0.05555555555555555,0.8888888888888888,45,15,0.4153603,0.016711788
1412,6,91,83.0,0.06593406593406594,0.9120879120879121,47,15,2.1687284,0.11145013
1413,9,169,163.0,0.05325443786982249,0.9644970414201184,48,15,4.104684,0.2525647
1414,2,45,44.0,0.044444444444444446,0.9777777777777777,49,15,1.0952823,0.060460955
1415,5,18,17.0,0.2777777777777778,0.9444444444444444,50,15,0.4386207,0.02357953
1416,4,10,10.0,0.4,1.0,51,15,0.24332206,0.012989841
1417,8,56,53.0,0.14285714285714285,0.9464285714285714,52,15,1.3591174,0.07693232
1418,8,110,105.0,0.07272727272727272,0.9545454545454546,53,15,2.6563923,0.162503
1419,13,148,147.0,0.08783783783783784,0.9932432432432432,54,15,3.5367167,0.22690804
1420,16,141,137.0,0.11347517730496454,0.9716312056737588,55,15,3.2978883,0.19930393
1422,3,28,26.0,0.10714285714285714,0.9285714285714286,57,15,0.61488026,0.024862822
1430,2,10,9.0,0.2,0.9,65,15,0.19111843,0.007141345
1431,13,179,172.0,0.07262569832402235,0.9608938547486033,66,15,3.4399922,0.18926474
1432,4,56,55.0,0.07142857142857142,0.9821428571428571,67,15,1.0696977,0.05857033
1433,10,178,173.0,0.056179775280898875,0.9719101123595506,68,15,3.4122553,0.24349946
1434,11,239,232.0,0.04602510460251046,0.9707112970711297,69,15,4.5548654,0.3717736
1435,8,478,463.0,0.016736401673640166,0.9686192468619247,70,15,8.926182,0.79997885
1438,0,5,2.0,0.0,0.4,73,15,0.08162498,0.0025747612
1439,4,5,4.0,0.8,0.8,74,15,0.07938396,0.002361312
1440,1,1,0.0,1.0,0.0,75,15,0.015433089,0.0004186064
1445,3,5,1.0,0.6,0.2,80,15,0.06779174,0.0016237313
1446,1,22,17.0,0.045454545454545456,0.7727272727272727,81,15,0.2911081,0.007351804
1482,4,10,9.0,0.4,0.9,26,16,0.178518,0.0063099475
1483,12,167,157.0,0.0718562874251497,0.9401197604790419,27,16,3.1158738,0.16189027
1484,6,120,114.0,0.05,0.95,28,16,2.3156521,0.12801714
1485,2,225,215.0,0.008888888888888889,0.9555555555555556,29,16,4.4983387,0.30147755
1486,10,337,328.0,0.02967359050445104,0.973293768545994,30,16,6.8971095,0.497551
1487,15,74,69.0,0.20270270270270271,0.9324324324324325,31,16,1.5147294,0.07788228
1488,6,44,41.0,0.13636363636363635,0.9318181818181818,32,16,0.9074934,0.039970547
1489,18,109,101.0,0.1651376146788991,0.926605504587156,33,16,2.2862313,0.10723344
1490,23,100,95.0,0.23,0.95,34,16,2.1298542,0.0988596
1491,4,53,48.0,0.07547169811320754,0.9056603773584906,35,16,1.1431726,0.049075507
1492,11,24,21.0,0.4583333333333333,0.875,36,16,0.52436525,0.021212552
1493,11,26,20.0,0.4230769230769231,0.7692307692307693,37,16,0.57667655,0.023355635
1494,3,10,10.0,0.3,1.0,38,16,0.22660863,0.010393665
1495,10,333,327.0,0.03003003003003003,0.9819819819819819,39,16,7.7753625,0.5224979
1496,11,144,141.0,0.0763888888888889,0.9791666666666666,40,16,3.3746572,0.19394219
1497,4,24,22.0,0.16666666666666666,0.9166666666666666,41,16,0.5598533,0.024646133
1498,2,11,11.0,0.18181818181818182,1.0,42,16,0.25731337,0.010194125
1499,3,5,4.0,0.6,0.8,43,16,0.11795071,0.0045937565
1500,3,22,20.0,0.13636363636363635,0.9090909090909091,44,16,0.5263106,0.022360913
1501,7,123,121.0,0.056910569105691054,0.983739837398374,45,16,2.993698,0.1490997
1502,1,48,46.0,0.020833333333333332,0.9583333333333334,46,16,1.1829848,0.057475533
1503,8,49,48.0,0.16326530612244897,0.9795918367346939,47,16,1.2328131,0.06857856
1504,26,363,354.0,0.07162534435261708,0.9752066115702479,48,16,9.39644,0.71522397
1505,16,82,82.0,0.1951219512195122,1.0,49,16,2.1381912,0.14869873
1506,35,263,258.0,0.13307984790874525,0.9809885931558935,50,16,6.9339743,0.5443778
1507,2,137,134.0,0.014598540145985401,0.9781021897810219,51,16,3.6119878,0.2773914
1508,12,158,154.0,0.0759493670886076,0.9746835443037974,52,16,4.12696,0.3057308
1509,12,161,159.0,0.07453416149068323,0.9875776397515528,53,16,4.146332,0.29753464
1510,9,225,221.0,0.04,0.9822222222222222,54,16,5.709669,0.4226174
1511,8,281,278.0,0.028469750889679714,0.9893238434163701,55,16,6.9747977,0.5103809
1512,15,189,184.0,0.07936507936507936,0.9735449735449735,56,16,4.5341854,0.2794849
1513,4,83,77.0,0.04819277108433735,0.927710843373494,57,16,1.9210091,0.09474365
1521,1,11,9.0,0.09090909090909091,0.8181818181818182,65,16,0.21821958,0.008926654
1522,24,274,265.0,0.08759124087591241,0.9671532846715328,66,16,5.4890018,0.35559165
1523,16,139,132.0,0.11510791366906475,0.9496402877697842,67,16,2.7781234,0.19132885
