SEZIONE,IL LOTO,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO,ASSOCIAZIONE PER LA DIFESA DELLA VITA,UNIONE DEMOCRATICA PER I CONSUMATORI,PARTITO LIBERALE ITALIANO,PARTITO COMUNISTA DEI LAVORATORI,PER IL BENE COMUNE,FORZA NUOVA,IL POPOLO DELLA LIBERTA',MOVIMENTO PER L'AUTONOMIA - ALLEATI PER IL SUD,PARTITO DEMOCRATICO,ITALIA DEI VALORI - LISTA DI PIETRO,LA DESTRA - FIAMMA TRICOLORE,SINISTRA CRITICA,PARTITO SOCIALISTA - BOSELLI,LA SINISTRA L'ARCOBALENO,TOTALE,AFFLUENZA
1495,0,40,5,1,1,2,0,1,286,0,348,43,18,2,3,27,777,0.7944785276073619
1496,0,24,1,2,0,4,0,4,244,1,341,38,20,4,9,28,720,0.7792207792207793
1497,1,24,2,0,1,4,2,1,203,2,288,31,25,2,5,27,618,0.7339667458432304
1498,0,38,0,8,0,6,1,1,244,0,268,36,11,3,1,22,639,0.7473684210526316
1499,0,22,6,1,1,0,1,2,273,0,274,27,20,2,5,17,651,0.7910085054678008
1500,0,21,1,2,0,4,4,2,236,0,317,26,19,3,5,33,673,0.755331088664422
1501,3,31,4,3,2,4,2,1,260,0,281,32,19,7,2,12,663,0.8046116504854369
1502,0,25,1,1,0,1,0,1,220,0,206,26,15,3,0,22,521,0.44952545297670404
1503,0,16,4,3,1,1,0,1,206,1,157,13,15,2,3,7,430,0.4126679462571977
1504,1,20,3,2,1,1,1,4,212,4,271,36,22,1,7,22,608,0.7094515752625438
1505,1,36,3,1,0,3,4,6,309,1,319,43,19,2,2,30,779,0.797338792221085
1506,0,32,5,1,2,1,0,8,307,3,333,40,22,2,3,24,783,0.7973523421588594
1507,0,38,3,3,1,1,5,6,294,2,363,53,32,4,4,28,837,0.847165991902834
1508,0,43,3,1,0,3,1,3,313,2,309,51,26,0,9,31,795,0.8246887966804979
1509,0,33,5,1,1,1,1,1,282,0,223,28,13,3,8,20,620,0.8062418725617685
1510,1,47,7,2,0,2,6,5,314,1,336,33,27,8,10,36,835,0.7990430622009569
1511,0,25,1,0,0,2,1,1,236,2,296,35,14,1,4,40,658,0.8093480934809348
1512,0,28,4,2,0,1,0,3,304,3,210,27,16,1,6,7,612,0.834924965893588
1513,0,35,3,1,1,1,2,6,276,2,333,51,22,7,11,21,772,0.8117770767613038
1514,1,36,5,2,0,1,2,5,229,2,290,32,22,0,6,22,655,0.8451612903225807
1515,0,40,7,1,0,2,4,1,309,0,308,36,19,5,8,18,758,0.832967032967033
1516,0,40,6,0,2,2,3,3,315,2,291,23,16,3,5,14,725,0.8118701007838746
1517,0,31,1,1,1,1,0,0,183,1,210,20,11,1,1,16,478,0.7623604465709729
1518,2,45,10,1,2,0,1,7,278,4,337,53,26,2,0,20,788,0.7848605577689243
1519,0,48,5,0,1,2,0,5,382,1,319,42,17,3,5,35,865,0.8214624881291548
1520,1,21,3,1,2,2,0,2,219,0,281,32,17,3,1,23,608,0.8444444444444444
1521,1,29,5,2,0,0,0,4,272,2,288,39,20,5,6,22,695,0.8166862514688602
1522,0,26,3,1,0,0,0,1,155,0,186,16,9,2,1,22,422,0.40655105973025046
1523,0,45,4,4,3,1,3,3,280,2,349,37,21,1,4,30,787,0.8310454065469906
1524,2,49,2,0,0,3,2,3,298,0,458,46,26,3,1,31,924,0.84
1525,1,46,6,4,1,6,1,3,232,7,368,48,16,1,4,34,778,0.8104166666666667
1526,0,40,2,0,1,1,3,5,251,0,362,56,19,8,4,28,780,0.5559515324305061
1527,0,32,3,2,1,2,3,1,221,4,282,29,15,1,2,23,621,0.8448979591836735
1528,0,39,7,0,1,4,0,0,285,0,387,55,14,2,1,34,829,0.8441955193482689
1529,0,20,1,1,1,2,0,2,234,1,244,31,15,2,7,21,582,0.8386167146974063
1530,1,30,3,2,2,3,4,1,278,2,359,33,19,7,2,28,774,0.8449781659388647
1531,0,27,2,4,2,2,2,1,202,0,277,36,15,3,11,19,603,0.8726483357452967
1532,1,32,6,4,0,2,3,2,231,1,385,46,27,3,4,26,773,0.8569844789356984
1533,0,34,9,5,0,2,0,5,296,0,423,44,20,3,4,28,873,0.8500486854917235
1534,2,29,5,6,1,0,2,4,262,1,374,43,29,4,6,31,799,0.8545454545454545
1535,0,24,2,0,1,3,2,3,196,1,302,26,15,1,1,27,604,0.797886393659181
1536,0,9,0,1,2,4,0,5,203,1,121,9,14,0,2,7,378,0.2927962819519752
1537,1,40,13,0,0,8,2,4,259,0,322,28,21,4,4,15,721,0.8707729468599034
1538,5,41,11,1,2,1,3,3,281,0,355,53,15,4,3,17,795,0.8493589743589743
1539,0,44,3,0,2,1,1,5,250,3,304,42,19,2,6,18,700,0.8588957055214724
1540,0,24,6,1,2,0,1,2,240,0,308,39,18,0,1,15,657,0.8326996197718631
1541,0,34,5,1,1,0,1,4,234,0,272,32,23,0,3,25,635,0.8604336043360433
1542,1,59,7,2,1,2,0,3,250,0,276,38,17,3,3,18,680,0.8596713021491783
1543,0,28,1,0,0,2,2,1,207,0,217,31,11,1,3,19,523,0.8275316455696202
1544,0,45,5,0,1,2,1,5,248,1,375,55,17,0,4,22,781,0.8507625272331155
1545,0,24,3,0,0,4,4,4,247,0,368,45,10,5,5,39,758,0.8029661016949152
1546,0,49,5,2,2,2,2,1,258,2,295,38,20,2,4,31,713,0.8223760092272203
1547,0,22,9,1,1,0,2,2,226,0,302,47,25,2,2,23,664,0.7990373044524669
1548,0,23,8,2,0,0,1,5,290,2,280,43,22,2,10,15,703,0.7819799777530589
1549,2,25,4,0,1,3,0,3,283,1,220,21,19,2,4,18,606,0.7390243902439024
1550,0,29,7,1,3,1,3,1,244,1,212,26,13,2,5,15,563,0.842814371257485
1551,0,29,7,0,1,0,2,3,278,3,278,37,19,4,3,29,693,0.8706030150753769
1552,0,63,5,0,0,2,2,2,339,1,285,26,17,2,2,18,764,0.836801752464403
1553,1,28,13,1,1,1,2,4,281,1,315,56,26,5,3,21,759,0.8108974358974359
1554,1,29,4,2,2,1,2,1,315,2,147,17,34,0,1,11,569,0.8595166163141994
1555,0,16,2,1,0,1,5,4,288,2,188,30,31,1,0,22,591,0.8008130081300813
1556,0,37,2,0,0,1,2,3,319,3,140,17,30,0,1,5,560,0.7887323943661971
1557,0,56,6,4,1,2,3,4,287,3,216,35,27,4,2,22,672,0.8225214198286414
1558,0,27,2,4,1,10,5,1,271,1,332,54,37,3,5,46,799,0.8437170010559663
1559,2,38,4,2,1,4,2,4,235,1,311,36,29,6,9,37,721,0.820250284414107
1560,0,6,0,2,0,1,1,1,75,0,53,14,10,0,3,10,176,0.2909090909090909
1561,0,25,1,1,0,1,1,3,230,0,155,26,8,3,3,17,474,0.7821782178217822
1562,0,24,6,2,0,0,2,4,234,2,219,27,15,2,1,13,551,0.5763598326359832
1563,0,22,1,2,0,0,3,1,220,1,127,13,12,0,2,4,408,0.7569573283858998
1564,1,48,10,2,5,2,1,0,405,2,278,25,24,2,5,11,821,0.8226452905811623
1565,0,19,7,1,2,0,1,0,319,6,205,23,14,0,3,9,609,0.8066225165562914
1566,0,24,11,0,2,1,0,0,334,2,168,32,18,2,1,13,608,0.7590511860174781
1567,0,33,3,1,1,0,1,3,294,0,219,38,28,2,5,15,643,0.6188642925890279
1568,1,33,8,0,2,1,2,3,299,1,289,40,23,3,5,15,725,0.8257403189066059
1569,0,45,16,1,3,1,0,2,275,0,267,38,19,2,3,23,695,0.8016147635524798
1570,1,20,0,1,0,2,0,1,260,2,197,33,16,4,5,22,564,0.7932489451476793
1571,0,21,3,3,1,2,1,3,237,1,260,36,16,1,6,16,607,0.8224932249322493
1572,0,36,1,2,3,1,2,4,287,3,381,37,27,1,4,26,815,0.7943469785575049
1573,0,16,3,4,0,0,2,2,183,0,230,32,14,3,2,13,504,0.7801857585139319
1574,0,22,2,0,1,1,0,6,211,0,249,41,18,2,3,18,574,0.803921568627451
1575,0,58,1,1,1,4,2,1,286,2,283,34,19,4,2,24,722,0.7805405405405406
1576,2,16,0,0,1,2,1,4,184,1,171,30,20,2,3,17,454,0.7006172839506173
1577,0,30,0,0,1,3,3,6,169,1,346,26,16,11,7,34,653,0.7773809523809524
1578,1,25,4,3,0,6,2,6,257,0,283,16,17,2,2,11,635,0.690968443960827
1579,2,29,0,3,1,7,0,7,261,0,351,20,21,7,1,27,737,0.6830398517145505
1580,0,13,1,1,0,2,3,3,188,0,252,15,21,1,5,16,521,0.6679487179487179
1581,0,28,3,1,1,6,8,6,262,0,258,27,29,2,1,22,654,0.7299107142857143
1582,0,18,1,0,2,8,2,2,240,2,256,20,17,7,1,18,594,0.6629464285714286
1583,2,17,1,1,1,3,1,4,184,0,238,20,18,6,1,26,523,0.6936339522546419
1584,0,24,0,2,0,7,5,4,247,1,279,34,24,4,2,20,653,0.7628504672897196
1585,0,26,0,1,2,3,0,5,250,0,259,37,16,5,2,27,633,0.7403508771929824
1586,1,20,3,4,2,4,3,5,304,1,211,21,12,4,2,20,617,0.7319098457888493
1587,1,17,2,1,4,4,4,9,257,1,282,23,24,5,1,23,658,0.7686915887850467
1588,0,15,0,2,0,3,1,5,204,0,215,23,15,4,0,16,503,0.7429837518463811
1589,1,41,2,3,1,3,3,6,297,0,254,40,25,5,0,40,721,0.7202797202797203
1590,1,29,1,0,0,6,2,6,321,0,232,17,14,8,4,27,668,0.7397563676633444
1591,1,28,2,3,0,9,4,6,388,1,260,35,36,5,0,20,798,0.7409470752089137
1592,0,49,0,3,2,3,3,8,269,1,274,32,23,3,2,11,683,0.758046614872364
1593,0,19,4,2,3,1,2,3,248,0,295,40,16,5,4,26,668,0.7961859356376639
1594,2,20,1,1,3,2,3,4,302,0,316,37,29,4,3,21,748,0.8283499446290143
1595,1,27,1,3,0,0,5,7,217,1,338,39,27,1,5,24,696,0.7699115044247787
1596,2,33,1,1,0,2,2,7,298,2,277,33,33,5,2,23,721,0.7349643221202854
1597,0,29,4,0,1,3,1,5,298,1,291,36,19,2,4,17,711,0.786504424778761
1598,1,25,0,1,0,3,0,2,237,0,277,34,16,5,5,31,637,0.8135376756066411
1599,0,28,0,5,1,0,5,5,315,1,321,37,28,6,2,41,795,0.8071065989847716
1600,0,34,1,2,0,2,2,3,277,1,240,39,22,5,1,17,646,0.8085106382978723
1601,0,22,3,1,2,0,3,2,171,0,254,47,9,3,5,20,542,0.49452554744525545
1602,0,21,5,1,0,3,1,4,225,0,201,25,19,1,2,17,525,0.45375972342264476
1603,0,37,6,3,2,1,0,3,369,1,382,64,36,3,8,19,934,0.8265486725663717
1604,0,2,1,0,0,4,0,1,44,0,20,6,4,0,0,4,86,0.09976798143851508
1605,0,50,5,2,0,4,0,3,327,0,363,49,29,1,10,21,864,0.8205128205128205
1606,1,37,4,0,0,1,4,1,366,1,312,39,26,0,9,30,831,0.8139079333986288
1607,0,28,8,4,4,1,0,4,428,1,334,62,16,0,3,18,911,0.8236889692585895
1608,0,47,11,0,1,4,3,1,339,2,340,44,18,2,6,25,843,0.8489425981873112
1609,1,22,10,3,0,2,0,3,270,2,368,47,14,1,3,18,764,0.8277356446370531
1610,1,41,3,0,1,1,3,2,313,3,361,32,12,2,2,14,791,0.8079673135852911
1611,0,20,1,0,2,2,9,2,238,1,269,25,9,4,1,16,599,0.7190876350540216
1612,0,20,2,2,1,4,5,3,218,3,346,30,23,3,2,23,685,0.8145065398335315
1613,2,38,18,0,2,2,3,2,174,0,284,29,20,2,4,22,602,0.7889908256880734
1614,0,29,4,2,1,2,1,5,226,0,292,42,19,2,4,26,655,0.8539765319426337
1615,2,13,3,1,0,4,2,1,196,0,251,14,19,3,2,29,540,0.7520891364902507
1616,1,40,4,0,1,2,1,1,167,3,331,42,11,5,19,28,656,0.8118811881188119
1617,0,21,3,0,2,4,3,5,198,4,263,27,16,6,3,20,575,0.6837098692033293
1618,2,9,0,1,2,7,6,7,228,0,145,11,15,7,2,19,461,0.5971502590673575
1619,0,7,0,3,1,3,2,2,259,0,181,15,8,4,1,23,509,0.665359477124183
1620,0,23,1,1,0,11,1,5,173,1,232,20,14,0,3,9,494,0.7037037037037037
1621,0,19,3,3,0,3,3,2,213,0,245,24,21,2,1,25,564,0.7440633245382586
1622,0,16,0,1,2,7,1,7,191,1,214,13,20,4,1,19,497,0.6617842876165113
1623,0,22,10,1,0,3,1,4,198,0,245,44,24,1,4,30,587,0.8338068181818182
1624,1,6,2,0,0,6,3,2,190,0,167,12,15,9,2,10,425,0.6724683544303798
1625,0,11,0,1,0,1,2,8,193,1,195,15,17,8,3,12,467,0.6568213783403657
1626,0,24,4,0,1,3,0,2,146,1,313,28,7,2,30,29,590,0.8356940509915014
1627,0,16,0,1,4,2,1,6,132,1,375,44,9,5,6,45,647,0.8057285180572852
1628,3,33,8,1,3,1,2,3,252,0,385,46,33,2,9,31,812,0.8185483870967742
1629,0,37,2,1,2,1,6,2,279,0,278,31,19,2,2,19,681,0.8254545454545454
1630,0,26,2,0,0,1,1,7,249,2,282,29,21,2,4,21,647,0.8148614609571788
1631,1,35,1,1,1,4,2,3,312,2,342,40,29,3,5,29,810,0.823170731707317
1632,1,40,2,2,2,1,2,8,307,2,373,47,27,2,5,19,840,0.854526958290946
1633,0,52,10,2,0,1,0,3,239,1,316,44,15,4,3,16,706,0.8105625717566016
1634,0,33,4,0,1,2,3,4,269,1,326,47,24,2,14,19,749,0.8511363636363637
1635,2,26,8,3,3,1,2,1,307,2,340,58,26,3,3,29,814,0.8348717948717949
1636,0,63,1,3,1,1,2,4,377,2,275,68,46,5,4,23,875,0.9408602150537635
1637,0,31,5,1,0,1,3,2,256,1,210,35,26,3,0,13,587,
1638,0,33,4,1,2,2,3,3,289,0,326,47,35,1,6,15,767,
1639,2,30,6,0,1,6,6,2,397,2,277,35,25,0,18,18,825,0.9375
1640,0,29,6,3,2,0,4,4,216,0,212,33,10,1,11,7,538,0.8354037267080745
1641,1,17,0,3,2,3,2,1,224,0,142,21,11,5,3,14,449,0.7184
1642,0,18,4,2,1,1,0,0,180,1,177,19,9,3,1,18,434,0.7368421052631579
1643,0,27,2,0,4,2,0,1,290,1,183,23,20,1,3,14,571,0.4273952095808383
1644,2,25,5,3,2,1,3,1,264,0,218,40,19,4,5,15,607,0.7872892347600519
1645,2,35,2,2,1,2,6,2,201,1,264,45,21,3,1,31,619,0.7747183979974969
1646,0,23,1,0,1,1,0,1,118,0,187,23,7,5,7,13,387,0.7166666666666667
1647,0,25,0,0,1,3,0,0,139,0,153,9,9,3,2,15,359,0.7208835341365462
1648,0,37,7,4,1,7,1,7,351,1,268,41,25,3,9,16,778,0.974937343358396
1649,0,56,6,2,1,5,3,3,245,1,364,32,25,4,6,22,775,0.8157894736842105
1650,0,15,3,1,1,2,2,4,188,0,253,45,20,7,9,15,565,0.8152958152958153
1651,1,29,2,4,1,5,1,2,271,2,369,42,35,2,7,53,826,0.7957610789980732
1652,0,29,4,1,2,2,1,4,293,1,371,54,18,4,5,24,813,0.811377245508982
1653,0,48,3,1,3,1,0,4,343,1,327,40,46,3,5,39,864,0.8283796740172579
1654,0,13,4,4,2,2,4,5,196,3,200,37,19,3,5,19,516,0.8203497615262321
1655,0,42,4,0,1,0,1,10,189,1,288,34,12,1,2,21,606,0.8145161290322581
1656,3,22,5,1,1,0,3,1,191,7,284,39,19,1,4,30,611,0.8201342281879195
1657,1,29,2,1,1,6,2,4,244,2,263,34,19,2,9,25,644,0.8080301129234629
1658,1,25,7,1,0,0,4,2,239,1,266,51,14,4,3,25,643,0.8460526315789474
1659,0,27,1,2,0,1,1,4,199,0,280,31,24,3,2,38,613,0.8087071240105541
1660,1,25,3,2,2,1,1,3,182,2,182,36,14,2,7,8,471,0.799660441426146
1661,0,17,6,0,0,2,1,1,206,2,191,16,15,5,2,11,475,0.8078231292517006
1662,0,24,5,4,2,1,1,0,243,1,226,28,16,3,2,13,569,0.8105413105413105
1663,0,17,4,1,0,2,0,1,215,0,191,18,14,2,6,15,486,0.826530612244898
1664,0,23,3,1,0,1,1,1,287,1,234,28,16,0,1,7,604,0.7864583333333334
1665,0,23,1,1,2,0,0,1,203,0,209,37,13,2,4,16,512,0.8012519561815337
1666,0,25,7,1,2,4,5,2,208,0,195,36,16,4,0,10,515,0.814873417721519
1667,0,28,8,0,0,2,2,3,305,1,167,29,22,2,1,17,587,0.7785145888594165
1668,1,36,8,1,1,3,2,8,313,2,317,65,25,5,3,22,812,0.7945205479452054
1669,1,33,4,4,0,2,0,1,333,0,307,42,15,5,4,20,771,0.8158730158730159
1670,1,38,0,2,1,2,2,3,173,0,281,30,20,2,7,23,585,0.75
1671,2,21,2,1,1,5,1,4,117,0,258,39,11,3,3,22,490,0.7424242424242424
1672,0,17,2,1,1,1,1,1,183,4,210,20,13,5,4,24,487,0.7779552715654952
1673,1,37,1,0,1,1,1,4,197,2,172,26,14,4,2,16,479,0.9657258064516129
1674,1,46,10,2,4,2,2,5,262,1,308,46,35,0,9,26,759,0.9780927835051546
1675,1,37,7,0,0,5,7,5,327,0,266,31,44,2,4,14,750,
1676,1,19,3,2,2,3,3,4,257,0,182,37,20,3,3,11,550,
1677,0,26,3,3,2,2,1,9,322,0,246,27,23,1,3,19,687,0.7684563758389261
1678,0,38,3,0,2,3,3,2,298,1,351,46,30,9,7,32,825,0.9439359267734554
1679,0,42,5,1,2,2,3,5,277,1,304,56,36,2,3,35,774,
1680,1,28,2,2,1,10,4,5,241,2,291,60,26,4,4,21,702,0.9422818791946309
1681,0,29,4,2,0,7,0,4,315,3,249,32,29,5,4,23,706,0.8475390156062425
1682,1,43,10,5,1,5,2,8,273,1,278,41,26,8,1,35,738,0.9800796812749004
1683,2,37,10,3,1,7,2,3,301,3,314,39,35,7,6,37,807,0.9243986254295533
1684,0,35,3,1,2,7,4,3,268,0,314,28,37,5,1,31,739,0.8593023255813953
1685,0,35,3,5,0,7,2,10,325,3,360,61,37,4,1,33,886,0.9599133261105092
1686,0,14,0,3,0,2,0,2,170,0,276,44,26,5,3,15,560,0.7799442896935933
1687,0,37,4,2,1,2,2,1,267,0,406,55,18,3,5,34,837,0.8412060301507538
1688,1,83,2,3,1,5,2,3,288,0,284,33,15,3,2,32,757,0.8273224043715847
1689,0,32,0,4,1,4,4,8,300,0,290,32,30,3,3,18,729,0.75
1690,0,38,3,2,1,5,3,4,305,5,351,44,28,3,5,40,837,0.8344965104685942
1691,0,42,3,1,4,3,2,2,273,1,319,44,20,0,10,32,756,
1692,0,28,2,2,1,3,1,6,252,0,370,51,32,2,6,24,780,0.8478260869565217
1693,0,26,2,1,0,2,0,4,404,1,264,61,24,4,4,17,814,0.8409090909090909
1694,1,25,5,4,1,1,0,4,255,6,374,54,17,6,8,34,795,
1695,2,39,3,10,2,3,2,10,294,0,246,33,35,7,5,22,713,
1696,1,28,4,2,1,2,5,2,258,0,266,28,13,0,6,32,648,0.7941176470588235
1697,1,35,5,2,2,0,2,6,483,3,263,30,28,2,5,20,887,0.9506966773847803
1698,0,24,1,0,0,1,0,6,129,0,97,25,9,1,2,5,300,
1699,0,22,6,4,3,1,2,3,238,1,310,33,16,1,15,41,696,0.7058823529411765
1700,0,36,6,0,1,1,1,2,276,0,313,32,9,1,8,30,716,0.749738219895288
1701,0,15,9,1,1,1,2,5,214,0,198,12,7,1,5,10,481,0.7211394302848576
1702,0,45,12,2,4,2,1,2,323,1,303,30,20,2,8,22,777,0.6704055220017257
1703,0,25,12,1,1,3,3,2,305,1,262,37,14,2,4,21,693,0.49394155381325733
1704,0,26,7,1,0,1,0,0,213,2,168,12,8,2,6,15,461,0.46146146146146144
1705,0,32,12,0,2,0,1,0,212,0,175,18,12,0,7,25,496,0.691771269177127
1706,0,29,6,0,2,3,2,2,304,0,301,20,15,1,8,16,709,0.6804222648752399
1707,0,30,3,2,4,0,2,5,232,3,379,27,28,8,3,47,773,0.7461389961389961
1708,0,29,23,2,0,2,1,0,158,0,283,27,9,7,4,30,575,0.6919374247894103
1709,1,23,6,1,1,6,1,5,193,1,402,37,18,8,4,47,754,0.7126654064272212
1710,0,11,7,1,2,4,0,1,165,0,361,39,8,5,5,52,661,0.6871101871101871
1711,1,19,4,2,0,0,2,2,160,2,222,22,7,1,4,14,462,0.6905829596412556
1712,0,25,1,2,0,1,1,3,203,0,378,25,12,5,10,41,707,0.7777777777777778
1713,0,20,2,1,0,0,1,1,167,2,387,35,22,2,7,42,689,0.7252631578947368
1714,0,20,0,0,3,6,2,2,211,0,348,46,13,4,7,60,722,0.7212787212787213
1715,0,14,2,2,2,3,2,4,190,2,273,24,15,4,3,17,557,0.4986571172784244
1716,0,24,7,1,2,2,1,2,216,0,329,29,10,2,13,36,674,0.7124735729386892
1717,0,25,5,1,1,0,2,0,210,0,294,34,10,2,3,29,616,0.6968325791855203
1718,0,25,5,2,1,1,0,2,135,2,233,13,6,3,3,31,462,0.7241379310344828
1719,0,44,8,1,3,0,4,1,250,0,264,37,18,4,6,28,668,0.759090909090909
1720,1,26,10,1,2,2,4,1,280,3,296,30,9,1,7,19,692,0.762954796030871
1721,0,71,13,2,1,1,1,3,251,1,188,15,12,3,2,19,583,0.7878378378378378
1722,1,38,6,0,1,1,3,1,285,0,315,32,21,0,4,29,737,0.7677083333333333
1723,0,29,8,4,1,2,4,1,261,1,294,28,22,7,10,41,713,0.7601279317697228
1724,0,42,6,1,1,4,6,2,239,2,322,38,19,4,6,21,713,0.7939866369710468
1725,1,54,11,0,0,5,1,6,303,0,300,50,39,2,4,24,800,0.7633587786259542
1726,0,43,10,5,2,1,2,4,292,0,314,36,21,1,3,27,761,0.7534653465346535
1727,0,37,3,1,0,5,2,8,324,0,278,42,22,4,4,21,751,0.7639877924720244
1728,0,30,6,5,1,4,2,3,327,1,401,35,20,6,7,23,871,0.730092204526404
1729,2,43,1,2,0,3,6,4,241,0,375,42,21,5,2,50,797,0.7225747960108794
1730,1,31,0,0,0,2,1,2,214,1,130,9,13,5,0,11,420,0.7650273224043715
1731,0,44,12,3,2,1,2,5,350,0,331,31,22,0,4,17,824,0.7686567164179104
1732,1,32,6,4,6,5,0,5,375,3,307,41,23,2,5,20,835,0.7688766114180479
1733,0,45,10,4,1,2,0,1,334,4,300,30,20,3,3,17,774,0.7640671273445212
1734,0,33,11,0,1,0,2,3,406,1,302,28,17,4,5,17,830,0.8291708291708292
1735,1,46,8,3,3,0,1,2,320,1,269,29,22,2,4,14,725,0.7787325456498388
1736,0,63,9,3,2,0,0,3,318,1,272,25,23,0,7,22,748,0.7578520770010132
1737,0,46,4,4,1,3,2,6,334,1,328,42,14,2,2,29,818,0.7865384615384615
1738,0,47,2,2,3,2,2,6,281,1,337,35,22,0,0,19,759,0.7981072555205048
1739,1,22,6,0,1,5,0,3,396,1,310,37,25,2,2,19,830,0.7699443413729128
1740,0,34,4,0,2,0,1,2,407,2,283,31,20,0,1,10,797,0.7730358874878759
1741,1,27,10,3,3,2,3,1,329,0,314,32,9,0,7,21,762,0.7759674134419552
1742,0,27,5,0,5,2,1,3,301,2,363,41,26,2,4,27,809,0.7801350048216008
1743,0,44,5,0,3,1,1,3,303,0,308,26,20,3,5,20,742,0.7442326980942828
1744,0,29,3,0,0,1,0,4,319,0,334,33,14,4,4,12,757,0.7708757637474541
1745,0,33,3,1,0,1,1,1,279,2,282,35,30,6,3,26,703,0.7494669509594882
1746,0,46,3,0,0,0,0,3,324,1,328,34,22,1,2,21,785,0.7658536585365854
1747,1,33,8,2,1,1,3,2,305,0,326,35,16,6,5,16,760,0.8110992529348986
1748,0,21,2,0,1,2,2,4,327,2,296,47,20,2,2,17,745,0.7704239917269907
1749,0,37,8,0,1,2,0,2,309,0,278,48,21,1,4,23,734,0.7726315789473684
1750,1,46,6,0,2,1,1,2,247,1,243,34,15,0,2,10,611,0.6943181818181818
1751,1,24,2,2,1,4,2,2,288,0,262,38,33,4,5,30,698,0.7537796976241901
1752,2,34,2,2,2,3,1,3,308,0,323,32,25,2,5,20,764,0.8232758620689655
1753,1,20,1,2,2,5,1,8,312,2,401,44,36,4,1,46,886,0.7598627787307033
1754,1,13,2,3,2,7,2,3,214,1,390,21,22,7,5,22,715,0.4893908281998631
1755,0,25,3,1,0,0,3,5,307,0,218,25,30,4,4,12,637,0.6908893709327549
1756,1,40,6,4,2,2,2,2,344,0,356,50,39,5,1,20,874,0.6185421089879689
1757,0,0,0,0,0,2,1,0,24,0,19,0,1,0,0,1,48,0.08376963350785341
1758,0,49,6,1,1,2,1,4,329,0,304,39,12,2,10,21,781,0.7872983870967742
1759,1,23,4,4,1,1,3,3,268,0,261,34,25,1,5,24,658,0.7732079905992949
1760,0,108,3,1,2,2,1,2,292,0,274,41,19,1,3,21,770,0.8148148148148148
1761,1,30,1,0,1,1,2,3,366,0,284,41,24,4,2,26,786,0.8213166144200627
1762,0,27,3,1,2,3,0,3,263,309,0,29,23,5,1,20,689,0.4852112676056338
1763,1,11,2,0,0,1,1,3,117,0,85,13,10,0,1,3,248,0.7537993920972644
1764,0,70,11,0,1,1,3,5,289,0,284,26,24,0,4,42,760,0.6270627062706271
1765,2,25,3,3,1,0,1,6,311,0,304,44,14,3,4,26,747,0.7838405036726128
1766,2,21,3,0,2,3,3,2,287,0,342,26,15,2,4,26,738,0.7679500520291364
1767,1,25,2,2,4,1,0,1,275,0,294,38,35,5,3,36,722,0.7374872318692544
1768,2,27,1,1,1,3,2,8,247,1,293,32,15,6,6,23,668,0.7422222222222222
1769,1,29,1,2,1,4,2,5,266,2,309,35,24,1,5,32,719,0.7351738241308794
1770,0,31,3,4,1,1,4,8,318,1,348,35,32,6,9,27,828,0.7885714285714286
1771,0,33,0,1,2,3,2,6,298,2,319,39,17,4,3,31,760,0.7265774378585086
1772,0,25,1,0,2,0,0,5,290,2,273,25,19,4,5,26,677,0.7772675086107922
1773,0,26,4,1,2,3,1,3,261,0,264,38,19,0,8,24,654,0.45638520586182835
1774,0,36,4,1,2,5,1,3,216,0,333,33,14,3,2,42,695,0.5217717717717718
1775,0,29,0,3,2,1,1,5,333,1,297,27,24,3,1,29,756,0.7941176470588235
1776,4,33,5,0,4,4,2,3,304,3,314,23,21,3,1,28,752,0.7825182101977107
1777,0,23,5,2,0,0,3,2,255,1,289,37,35,4,7,30,693,0.7830508474576271
1778,1,26,3,3,2,4,4,5,316,1,323,32,24,1,4,31,780,0.7807807807807807
1779,4,29,0,1,0,3,1,2,310,0,305,46,17,1,2,33,754,0.7837837837837838
1780,3,31,1,1,1,1,4,6,300,3,295,41,16,3,5,20,731,0.7567287784679089
1781,1,45,3,3,8,3,2,5,363,0,334,45,20,5,9,37,883,0.8086080586080586
1782,0,35,1,0,4,4,1,0,228,2,332,40,23,6,10,42,728,0.7583333333333333
1783,0,29,2,2,4,1,5,5,331,3,398,46,30,4,6,20,886,0.7953321364452424
1784,2,26,9,1,3,1,0,2,314,1,329,36,20,0,6,26,776,0.7752247752247752
1785,0,41,2,2,3,1,4,3,337,1,313,27,20,4,6,25,789,0.7858565737051793
1786,0,36,4,1,0,1,2,1,295,1,308,40,23,2,5,22,741,0.7916666666666666
1787,1,35,11,1,3,2,0,5,355,3,352,37,19,6,0,17,847,0.7728102189781022
1788,0,31,4,2,2,2,2,0,291,4,354,42,15,1,3,19,772,0.8066875653082549
1789,0,23,5,1,2,1,3,5,294,0,295,28,18,1,1,13,690,0.7540983606557377
1790,0,38,5,1,3,2,2,3,384,2,282,32,25,2,6,24,811,0.7889105058365758
1791,2,33,13,1,4,0,0,0,313,1,356,35,26,5,7,23,819,0.7748344370860927
1792,0,33,5,0,2,0,0,3,470,4,285,36,26,0,2,18,884,0.7878787878787878
1793,0,27,6,1,2,6,0,7,397,0,362,37,22,2,3,19,891,0.7962466487935657
