SEZIONE,LIBERALI PER L'ITALIA - PLI,FARE PER FERMARE IL DECLINO,STAMINALI D'ITALIA,MODERATI ITALIANI IN RIVOLUZIONE - ROSA TRICOLORE,INTESA POPOLARE,LA DESTRA,IL POPOLO DELLA LIBERTA',LEGA NORD,GRANDE SUD - MPA,FRATELLI D'ITALIA CENTRODESTRA NAZIONALE,MOVIMENTO PROGETTO ITALIA - MID,MOVIMENTO 5 STELLE,SCELTA CIVICA CON MONTI PER L'ITALIA,FUTURO E LIBERTA' PER L'ITALIA,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO (UDC),SINISTRA ECOLOGIA LIBERTA',PARTITO DEMOCRATICO,CENTRO DEMOCRATICO,PARTITO COMUNISTA DEI LAVORATORI,FORZA NUOVA,AMNISTIA GIUSTIZIA E LIBERTA',CASAPOUND ITALIA,RIVOLUZIONE CIVILE INGROIA,MOVIMENTO SOCIALE FIAMMA TRICOLORE,UNIONE POPOLARE,TOTALE,TOTALE_ISCRITTI,AFFLUENZA
1209,0,4,0,1,0,15,158,1,0,18,0,190,45,3,2,11,132,0,1,2,0,1,18,1,1,604,799,0.7559449311639549
1210,3,3,0,3,0,8,150,0,0,9,0,191,36,1,3,8,109,1,3,2,1,3,7,3,0,544,727,0.7482806052269602
1211,4,5,0,2,0,10,178,1,1,23,3,254,46,3,10,35,166,1,5,1,0,8,11,3,0,770,1007,0.7646474677259185
1212,2,3,0,1,2,17,175,0,1,30,0,269,35,3,17,20,187,1,2,1,1,1,12,4,0,784,1000,0.784
1213,2,7,1,0,0,9,106,0,0,15,0,135,26,0,7,18,85,0,2,0,0,4,12,2,0,431,603,0.714759535655058
1214,5,9,0,0,0,22,220,0,0,11,0,318,47,2,12,15,145,1,7,2,5,6,19,2,1,849,1145,0.7414847161572052
1215,1,3,0,0,0,7,231,1,0,29,1,289,53,6,7,28,198,4,4,1,2,2,22,2,0,891,1188,0.75
1216,0,8,0,0,2,11,200,1,0,29,1,248,39,3,3,25,136,2,0,4,2,2,15,1,0,732,933,0.7845659163987139
1217,1,4,0,0,0,11,97,1,0,10,1,169,26,0,8,62,206,0,2,2,3,2,21,2,1,629,828,0.7596618357487923
1218,0,13,0,0,0,11,136,2,0,23,0,125,57,3,2,14,146,2,1,2,4,0,4,1,0,546,722,0.7562326869806094
1219,1,5,0,0,1,7,64,0,0,6,2,152,23,0,3,60,184,0,3,0,4,2,25,0,1,543,751,0.7230359520639148
1220,2,4,0,0,0,4,62,0,0,9,0,134,10,4,11,57,144,1,2,2,0,2,18,1,0,467,620,0.7532258064516129
1221,1,17,0,0,0,9,91,2,0,17,0,127,61,4,8,86,256,5,0,1,4,0,22,0,0,711,892,0.797085201793722
1222,1,4,0,1,0,3,70,2,0,12,1,138,26,2,5,71,207,2,4,1,1,3,27,0,0,581,760,0.7644736842105263
1223,1,2,0,0,1,10,88,1,0,14,0,175,21,3,9,68,214,0,3,3,6,4,23,0,0,646,840,0.7690476190476191
1224,0,2,0,0,1,8,71,1,0,5,1,160,13,3,13,48,172,2,0,3,3,3,19,2,0,530,708,0.748587570621469
1225,0,0,0,0,0,7,53,0,0,9,0,97,19,2,9,36,107,1,3,1,3,1,24,1,0,373,506,0.7371541501976284
1226,1,8,0,0,0,8,95,2,0,9,0,139,56,1,8,65,194,2,1,1,2,1,35,0,1,629,832,0.7560096153846154
1227,0,2,0,0,0,4,55,0,0,9,1,98,39,0,9,42,112,5,4,1,2,2,18,0,0,403,545,0.7394495412844037
1228,2,12,0,1,0,8,108,2,1,16,0,121,74,2,8,35,208,2,2,0,5,1,18,0,0,626,771,0.8119325551232166
1229,0,4,0,0,0,10,109,0,0,16,1,97,53,1,10,40,193,1,2,0,5,2,8,0,0,552,723,0.7634854771784232
1230,2,7,0,0,0,5,78,0,0,7,0,150,44,1,4,67,217,1,2,4,2,3,25,3,0,622,852,0.7300469483568075
1231,0,1,0,0,0,9,68,0,0,5,1,101,24,1,4,25,111,2,0,1,1,2,7,0,0,363,533,0.6810506566604128
1232,0,8,0,0,0,6,78,0,0,9,1,164,29,1,7,56,204,3,2,2,6,0,16,4,0,596,882,0.6757369614512472
1233,0,0,0,0,3,7,99,0,0,17,1,154,44,3,4,38,185,2,1,1,1,3,26,2,0,591,841,0.7027348394768134
1234,1,5,0,0,0,10,88,0,0,6,1,157,41,1,16,28,207,1,4,0,0,0,16,2,0,584,760,0.7684210526315789
1235,0,7,0,2,0,7,130,1,2,10,0,169,56,6,6,39,246,3,1,0,3,5,19,0,1,713,887,0.8038331454340474
1236,0,4,0,1,0,9,103,3,0,23,1,207,73,5,9,74,276,0,2,1,0,4,29,3,1,828,881,0.9398410896708286
1237,1,9,0,0,1,9,125,1,1,12,1,177,73,8,10,34,200,3,0,4,1,3,28,0,1,702,743,0.9448183041722745
1238,1,10,1,0,0,11,96,4,0,19,3,222,59,8,6,46,249,0,2,2,1,5,20,2,0,767,789,0.9721166032953105
1239,1,15,0,1,0,14,144,1,1,35,0,210,80,8,10,31,223,2,0,2,5,3,25,3,0,814,878,0.9271070615034168
1240,2,8,0,1,0,17,116,0,1,25,0,201,63,2,14,47,253,6,3,7,6,3,26,3,0,804,1030,0.7805825242718447
1241,0,4,0,1,1,8,82,0,0,19,0,132,43,5,11,30,159,2,1,1,1,3,18,1,0,522,666,0.7837837837837838
1242,2,7,0,2,1,16,147,4,0,30,0,196,77,4,12,49,242,2,1,6,3,6,20,5,0,832,849,0.9799764428739693
1243,5,10,0,0,0,13,109,1,2,22,1,194,74,9,7,34,212,5,1,1,0,4,14,2,1,721,707,
1244,3,0,0,0,0,12,64,1,0,11,1,162,36,0,13,44,192,1,2,3,4,1,13,1,1,565,788,0.7170050761421319
1245,0,8,0,1,0,5,107,2,1,17,0,228,35,7,2,57,205,1,1,4,4,6,17,3,0,711,821,0.8660170523751523
1246,3,0,0,0,0,7,44,0,0,6,0,134,16,1,8,30,136,3,8,3,2,1,16,1,0,419,566,0.7402826855123675
1247,0,1,0,0,0,8,67,1,0,20,1,190,28,2,8,57,230,2,1,1,2,3,37,2,1,662,869,0.761795166858458
1248,1,2,0,1,0,20,83,0,0,11,2,147,22,2,3,28,158,0,4,5,3,2,20,2,1,517,754,0.6856763925729443
1249,1,1,0,0,0,12,106,0,0,12,0,204,43,2,20,54,248,1,3,0,3,1,23,2,0,736,962,0.7650727650727651
1250,0,5,0,3,0,11,107,2,1,15,0,188,34,5,5,54,213,1,4,1,4,3,53,1,0,710,944,0.7521186440677966
1251,2,4,0,0,0,6,75,0,0,8,0,137,33,3,2,32,182,1,0,0,0,0,15,1,0,501,617,0.8119935170178282
1252,0,1,0,0,3,13,82,0,0,13,2,144,37,3,18,47,163,2,1,1,3,1,22,1,1,558,809,0.6897404202719407
1253,2,4,0,1,0,9,80,0,1,14,0,130,43,5,11,45,212,2,1,1,3,0,25,1,0,590,772,0.7642487046632125
1254,0,7,0,1,1,9,64,0,0,6,0,131,28,0,1,43,159,2,1,1,2,1,24,0,1,482,670,0.7194029850746269
1255,0,1,0,0,0,7,88,0,0,8,0,168,15,0,8,41,216,0,3,4,1,0,22,0,1,583,821,0.7101096224116931
1256,0,2,0,3,2,7,79,0,0,22,0,190,52,1,5,49,171,0,5,3,1,0,42,0,0,634,868,0.7304147465437788
1257,0,5,0,1,0,8,92,3,1,12,0,179,28,2,4,46,200,1,1,0,4,3,34,0,0,624,839,0.7437425506555423
1258,4,1,0,1,0,13,58,0,0,11,0,139,41,3,14,91,244,3,2,1,7,1,39,1,0,674,914,0.737417943107221
1259,3,4,0,1,0,6,70,1,1,19,0,129,47,2,5,84,242,2,1,1,0,2,30,0,0,650,857,0.7584597432905484
1260,2,6,0,4,0,11,75,1,0,16,0,164,60,7,3,71,242,2,0,0,4,1,40,0,1,710,886,0.801354401805869
1261,1,11,0,0,0,5,59,0,0,21,0,96,36,2,3,18,108,1,0,3,2,3,9,1,0,379,503,0.7534791252485089
1262,0,1,1,1,1,10,82,1,0,13,0,151,20,1,3,45,197,2,5,0,2,2,37,3,1,579,772,0.75
1263,0,1,0,0,0,3,77,0,0,13,0,159,55,3,9,61,271,3,0,4,3,1,32,0,1,696,910,0.7648351648351648
1264,0,6,0,0,1,4,44,1,0,8,0,111,26,2,7,46,188,1,1,0,1,1,16,0,2,466,611,0.762684124386252
1265,0,6,0,0,0,10,78,0,0,4,0,134,24,1,6,42,168,1,3,0,0,1,20,2,0,500,686,0.7288629737609329
1266,1,6,0,2,0,12,100,1,0,10,2,132,43,1,15,62,182,2,0,1,4,1,29,1,0,607,809,0.7503090234857849
1267,0,1,2,0,0,7,79,0,0,12,0,127,34,1,5,45,194,0,1,0,1,2,29,2,0,542,702,0.7720797720797721
1268,1,8,0,0,0,13,121,1,0,22,0,185,75,5,8,40,228,1,1,1,4,1,30,2,0,747,805,0.9279503105590062
1269,1,7,2,0,5,5,76,3,0,13,0,126,38,3,6,40,201,0,1,0,2,1,16,2,0,548,745,0.7355704697986577
1270,0,5,0,0,0,11,96,1,0,9,1,181,46,13,4,34,194,1,1,6,3,2,21,1,0,630,633,0.995260663507109
1271,1,6,0,2,0,11,91,0,0,18,0,151,58,3,5,37,206,2,0,1,1,2,29,0,0,624,838,0.7446300715990454
1272,1,5,0,0,0,8,92,2,1,18,1,159,39,3,5,41,193,1,2,4,1,2,14,1,1,594,599,0.991652754590985
1273,3,1,0,0,0,12,103,0,0,11,0,134,21,2,5,15,82,0,5,2,1,1,6,1,0,405,541,0.7486136783733827
1274,4,6,0,0,0,8,80,2,0,15,0,148,71,5,19,39,177,0,0,0,0,1,28,0,0,603,848,0.7110849056603774
1275,0,1,0,0,1,5,64,1,0,12,0,109,29,1,3,36,132,3,0,1,1,0,28,1,0,428,549,0.7795992714025501
1276,0,2,0,0,0,2,58,0,0,14,0,136,22,2,9,42,207,3,4,0,5,1,18,1,1,527,696,0.757183908045977
1277,0,3,0,1,1,7,74,0,0,13,2,180,45,7,8,52,171,1,1,1,0,0,14,0,0,581,785,0.7401273885350318
1278,1,5,0,0,0,12,75,0,1,19,0,160,49,4,2,45,185,0,0,0,1,3,21,0,1,584,756,0.7724867724867724
1279,0,0,0,0,0,6,78,0,0,21,0,93,47,1,3,16,153,5,1,0,1,3,11,3,0,442,548,0.8065693430656934
1280,1,4,0,0,0,5,84,0,0,16,0,120,115,1,14,33,191,3,1,3,2,3,16,0,0,612,745,0.8214765100671141
1281,1,4,0,2,0,17,93,1,0,16,0,140,73,8,6,41,229,2,3,2,1,1,18,1,0,659,854,0.7716627634660421
1282,0,11,0,0,0,5,82,0,0,9,0,163,38,3,13,23,201,0,1,1,1,1,24,1,0,577,759,0.7602108036890646
1283,1,4,0,0,0,7,81,0,0,23,1,131,39,3,14,34,183,0,5,2,1,1,27,1,0,558,705,0.7914893617021277
1284,0,11,0,1,0,13,152,3,0,21,0,186,60,3,9,38,232,2,0,0,0,0,24,0,0,755,937,0.8057630736392742
1285,1,8,0,3,0,8,111,0,0,10,1,144,85,4,12,49,221,0,1,2,1,2,19,2,0,684,687,0.9956331877729258
1286,1,10,0,0,0,6,105,6,0,13,2,162,68,7,9,55,240,1,2,1,4,0,26,2,0,720,733,0.9822646657571623
1287,1,6,2,0,0,19,103,0,2,16,1,151,45,2,5,41,218,5,0,1,3,2,20,1,1,645,869,0.7422324510932106
1288,1,6,1,0,0,12,103,0,0,20,0,148,62,3,5,39,197,1,2,1,0,1,27,1,0,630,790,0.7974683544303798
1289,0,6,1,0,0,6,72,2,0,8,0,109,49,3,15,31,136,2,1,1,3,1,16,3,0,465,621,0.748792270531401
1290,1,2,0,1,0,11,63,0,0,5,0,113,56,1,9,37,147,0,1,1,1,0,25,0,0,474,623,0.7608346709470305
1291,0,4,0,2,0,11,133,1,0,11,2,147,54,3,10,28,208,1,3,3,4,0,26,6,1,658,749,0.8785046728971962
1292,1,4,0,0,2,12,84,1,0,12,1,199,25,5,19,21,176,3,1,5,4,0,16,1,0,592,801,0.7390761548064919
1293,0,3,0,1,0,16,117,1,1,12,0,179,34,4,9,33,170,1,2,1,2,5,21,0,0,612,658,0.9300911854103343
1294,0,0,0,0,0,1,5,0,0,3,0,21,22,0,24,5,14,0,0,0,0,1,0,0,0,96,114,0.8421052631578947
1295,0,7,0,1,0,9,89,0,1,17,1,159,31,1,2,48,261,1,2,3,1,2,25,1,0,662,881,0.7514188422247446
1296,1,5,0,0,0,6,43,0,0,6,0,94,27,5,1,34,133,0,1,0,1,0,10,1,0,368,515,0.7145631067961165
1297,0,2,0,0,0,6,45,0,0,2,0,91,34,2,1,34,141,0,0,0,0,0,14,0,0,372,526,0.7072243346007605
1298,1,9,0,2,0,11,91,0,1,16,0,128,34,0,2,27,185,1,4,0,1,1,17,1,1,533,776,0.6868556701030928
1299,0,11,0,0,0,6,91,0,0,16,0,144,45,4,7,41,190,0,0,1,0,4,18,3,0,581,799,0.7271589486858573
1300,0,2,0,0,0,18,89,1,0,9,0,113,29,2,7,31,164,0,3,1,2,3,19,0,0,493,708,0.6963276836158192
1301,2,6,0,1,1,16,112,2,0,18,2,151,70,5,13,33,203,2,1,2,0,2,22,0,0,664,723,0.9183955739972337
1302,1,3,0,0,0,4,108,2,0,12,1,123,40,1,4,20,156,2,3,3,1,3,9,2,1,499,704,0.7088068181818182
1303,2,11,0,1,0,7,122,0,0,13,2,184,72,5,8,42,244,0,1,1,1,2,26,1,0,745,812,0.9174876847290641
1304,1,9,0,1,2,17,114,2,2,27,1,195,89,7,14,38,172,0,1,4,2,1,15,1,0,715,775,0.9225806451612903
1305,1,5,0,0,0,10,92,0,0,7,1,125,46,3,3,25,154,3,0,1,2,1,16,1,1,497,667,0.7451274362818591
1306,0,6,0,0,0,10,108,0,0,15,0,170,37,4,1,11,172,2,5,1,3,2,9,0,1,557,846,0.6583924349881797
1307,0,10,0,0,0,10,109,3,0,16,0,137,51,6,9,26,169,0,0,3,2,5,14,3,1,574,750,0.7653333333333333
1308,1,2,0,0,0,8,114,0,0,16,0,134,27,6,6,21,187,1,1,0,2,2,16,0,1,545,745,0.7315436241610739
1309,1,4,0,0,0,7,79,0,0,18,1,150,36,1,3,26,155,1,2,0,1,3,15,3,0,506,713,0.7096774193548387
1310,2,2,0,0,1,5,98,0,0,14,0,113,27,6,7,24,184,0,3,1,5,2,10,0,0,504,686,0.7346938775510204
1311,1,5,0,0,0,8,59,1,0,7,1,97,29,2,8,20,119,0,2,0,4,0,17,0,0,380,478,0.7949790794979079
1312,3,1,0,2,0,4,90,0,0,10,0,122,27,1,2,16,144,1,1,2,2,0,10,1,0,439,586,0.7491467576791809
1313,0,4,0,3,1,12,115,2,4,14,2,202,77,10,8,32,257,1,0,3,5,4,29,2,0,787,821,0.9585870889159561
1314,4,10,0,0,0,19,127,2,0,18,0,157,74,3,5,24,196,3,0,3,0,1,23,9,0,678,677,
1315,0,9,0,0,0,6,129,1,0,24,1,162,81,6,8,32,250,5,4,1,1,4,32,1,1,758,790,0.959493670886076
1316,0,6,0,2,2,21,112,1,0,22,2,187,70,5,9,43,281,5,1,1,2,6,19,4,0,801,888,0.902027027027027
1317,3,7,0,0,0,7,128,2,0,13,0,151,66,8,6,28,181,1,0,0,1,3,16,0,0,621,625,0.9936
1318,3,8,0,1,0,1,129,0,0,23,3,176,73,6,6,29,168,4,2,3,1,2,15,2,0,655,770,0.8506493506493507
1319,1,4,0,0,0,14,85,0,0,13,0,149,56,2,9,18,153,1,0,1,2,5,20,0,0,533,722,0.7382271468144044
1320,1,7,0,0,1,7,123,0,2,17,0,144,43,6,5,24,182,3,3,1,2,3,18,3,0,595,665,0.8947368421052632
1321,0,3,0,2,2,7,75,1,0,13,0,106,39,3,6,19,120,0,1,2,0,1,17,0,0,417,556,0.75
1322,1,13,0,3,0,6,92,0,0,15,0,128,47,5,8,28,212,5,1,0,2,0,20,0,0,586,794,0.7380352644836272
1323,2,2,0,0,0,9,90,0,0,7,1,121,30,3,4,33,129,3,1,1,0,3,14,0,0,453,591,0.766497461928934
1324,0,3,0,1,0,9,70,0,0,11,1,106,23,0,5,23,121,0,2,1,3,1,11,1,1,393,582,0.6752577319587629
1325,1,6,0,0,1,5,98,2,0,16,1,168,81,3,10,38,223,0,4,3,1,4,22,0,2,689,715,0.9636363636363636
1326,0,14,0,0,0,13,150,8,1,25,2,184,51,10,7,34,209,4,5,2,2,2,19,2,0,744,823,0.9040097205346294
1327,3,8,0,0,0,7,133,2,2,13,2,188,44,7,13,32,202,2,1,1,3,3,21,3,0,690,741,0.9311740890688259
1328,1,6,0,0,0,10,169,0,2,18,1,199,64,5,6,31,196,2,3,3,3,5,14,2,0,740,782,0.9462915601023018
1329,3,3,0,0,1,9,78,0,1,5,1,122,31,4,6,21,120,2,1,5,1,3,10,1,1,429,591,0.7258883248730964
1330,3,0,2,0,0,9,101,1,0,14,0,102,24,2,8,21,130,1,2,1,0,1,13,0,0,435,573,0.7591623036649214
1331,0,5,0,0,0,8,109,1,0,17,0,198,54,3,7,32,197,4,6,4,4,1,9,3,1,663,863,0.7682502896871379
1332,1,6,0,1,2,25,114,1,0,10,0,175,60,15,5,39,279,1,3,1,2,2,26,2,0,770,850,0.9058823529411765
1333,0,1,1,0,0,13,97,1,2,10,0,158,42,4,8,19,148,1,3,4,0,4,8,3,0,527,546,0.9652014652014652
1334,0,4,0,3,2,4,104,4,0,16,0,199,50,5,5,26,207,2,2,0,1,4,15,3,1,657,644,
1335,1,1,0,2,0,10,94,0,2,4,0,120,46,3,5,27,127,0,1,1,1,0,14,2,0,461,631,0.7305863708399366
1336,1,1,1,1,0,6,99,2,0,13,0,135,29,4,4,33,187,0,1,1,3,1,15,1,0,538,699,0.7696709585121603
1337,0,2,0,0,1,7,94,1,0,9,0,152,30,4,1,19,162,2,0,0,0,4,17,0,1,506,672,0.7529761904761905
1338,3,1,0,2,0,15,106,2,0,9,0,204,26,2,10,26,187,2,5,0,0,1,10,1,0,612,806,0.7593052109181141
1339,1,0,0,1,0,7,106,0,0,13,0,192,37,1,8,21,180,1,4,0,1,2,25,1,0,601,847,0.7095631641086186
1340,0,1,1,0,0,4,64,1,1,10,1,106,16,3,3,20,128,2,0,1,0,0,10,1,0,373,509,0.7328094302554028
1341,0,3,0,0,0,6,64,0,0,7,0,121,30,3,3,12,125,0,2,1,0,5,12,0,0,394,570,0.6912280701754386
1342,3,3,0,0,3,10,111,0,0,4,2,162,17,3,0,21,117,1,3,1,2,3,15,1,1,483,709,0.6812411847672779
1343,3,0,0,0,3,6,117,1,0,9,2,164,22,1,3,19,134,2,1,2,1,6,14,0,0,510,685,0.7445255474452555
1344,1,0,0,1,0,11,81,0,0,7,1,174,24,1,4,16,149,0,2,6,2,7,11,3,1,502,713,0.7040673211781207
1345,1,5,0,0,0,5,96,1,0,6,0,193,15,4,2,23,180,5,4,2,2,2,17,6,0,569,882,0.645124716553288
1346,3,1,0,2,1,3,123,2,0,15,0,191,34,6,8,29,154,0,4,0,2,3,17,2,0,600,874,0.6864988558352403
1347,0,3,0,1,0,13,107,0,0,13,1,188,17,2,7,14,169,1,0,1,4,2,11,2,1,557,825,0.6751515151515152
1348,0,3,0,0,0,11,126,0,1,11,1,197,30,1,5,21,197,1,3,1,1,5,22,1,1,639,942,0.678343949044586
1349,0,1,0,0,0,5,126,0,1,13,0,169,41,2,5,20,169,1,0,0,0,4,14,2,0,573,764,0.75
1350,1,2,1,0,0,24,133,0,0,25,1,259,30,5,4,15,164,3,2,4,2,3,20,1,1,700,1001,0.6993006993006993
1351,0,1,0,1,0,7,132,1,0,18,0,228,27,1,9,24,154,1,3,4,2,3,14,2,0,632,879,0.7189988623435722
1352,0,1,0,0,1,7,109,0,1,8,0,141,37,0,5,28,138,1,3,1,2,1,5,2,1,492,691,0.7120115774240231
1353,1,1,0,2,0,15,100,0,0,5,1,149,41,0,2,11,147,0,0,1,4,5,13,1,1,500,752,0.6648936170212766
1354,0,6,0,0,1,11,94,0,0,7,0,139,41,4,4,30,151,0,0,2,0,0,26,0,0,516,653,0.7901990811638591
1355,0,4,0,0,0,12,82,0,0,14,0,155,25,4,4,17,140,4,0,0,0,2,20,2,1,486,688,0.7063953488372093
1356,0,4,0,2,0,9,94,0,0,17,0,98,42,3,6,25,151,0,0,0,0,2,14,0,0,467,575,0.8121739130434783
1357,0,1,0,0,0,7,82,0,0,18,0,113,44,2,4,34,145,2,0,2,2,0,21,0,0,477,593,0.8043844856661045
1358,1,2,0,0,1,6,97,0,1,9,0,163,51,4,3,25,207,2,0,0,1,5,20,3,0,601,759,0.7918313570487484
1359,1,6,0,0,0,11,120,1,0,22,0,177,35,2,8,31,193,4,0,0,1,5,12,0,0,629,829,0.758745476477684
1360,0,5,0,0,0,18,114,0,2,16,0,144,26,1,9,31,209,1,2,0,6,1,20,0,0,605,815,0.7423312883435583
1361,1,5,0,1,0,17,82,0,0,18,1,160,63,3,3,32,210,0,2,3,3,1,14,0,0,619,757,0.8177014531043593
1362,2,4,0,0,1,11,101,2,0,19,0,147,48,8,1,48,204,3,0,1,1,3,28,0,0,632,827,0.7642079806529625
1363,1,8,0,2,0,11,99,1,0,16,0,182,52,2,7,18,178,2,2,1,1,0,13,0,0,596,790,0.7544303797468355
1364,2,3,0,0,0,9,101,1,0,9,0,104,33,3,5,22,158,2,0,1,3,4,12,0,0,472,641,0.7363494539781591
1365,0,4,0,0,0,5,62,0,0,7,2,133,36,2,1,38,150,0,0,2,0,2,16,4,1,465,586,0.7935153583617748
1366,0,1,1,1,0,10,82,1,0,7,0,145,30,2,3,35,185,0,1,0,1,1,15,0,1,522,709,0.7362482369534555
1367,2,5,0,2,1,6,108,0,1,16,0,141,42,1,11,32,171,1,0,0,3,3,20,0,0,566,765,0.7398692810457517
1368,0,4,0,1,1,16,96,0,0,19,0,185,52,3,3,21,189,2,2,0,2,3,16,3,0,618,793,0.7793190416141236
1369,1,2,0,0,1,17,121,0,0,15,1,156,54,5,10,43,198,2,1,4,3,4,19,2,0,659,833,0.7911164465786314
1370,0,4,0,0,0,13,62,0,0,17,0,169,29,2,1,35,201,1,0,1,1,2,13,1,0,552,697,0.7919655667144907
1371,0,5,0,0,0,7,86,0,0,22,0,145,50,3,5,30,204,0,4,1,2,1,14,0,0,579,772,0.75
1372,2,5,0,0,1,16,100,1,0,19,0,134,43,4,19,32,211,2,3,1,3,3,21,2,0,622,795,0.7823899371069183
1373,0,7,0,1,0,19,152,1,0,33,0,168,58,4,7,30,230,0,3,0,1,2,14,2,0,732,915,0.8
1374,0,12,0,3,0,10,120,0,0,23,0,197,78,3,11,38,288,3,2,4,0,1,19,1,0,813,1006,0.8081510934393639
1375,1,5,0,2,0,5,117,0,0,15,0,126,89,2,14,41,213,2,1,2,0,5,26,2,0,668,793,0.8423707440100883
1376,0,12,0,2,1,11,106,0,0,23,0,146,66,4,8,32,214,1,0,0,0,1,18,1,1,647,783,0.8263090676883781
1377,1,4,0,1,0,11,109,1,0,20,0,169,50,3,2,45,239,2,2,1,1,8,16,3,0,688,907,0.7585446527012127
1378,1,1,0,1,0,9,93,0,0,11,0,128,38,3,5,27,203,4,1,1,1,2,15,3,1,548,720,0.7611111111111111
1379,1,1,0,0,2,9,99,2,0,17,0,170,39,7,3,35,229,0,0,3,2,4,18,1,0,642,821,0.781973203410475
1380,0,13,0,0,0,13,117,0,0,33,0,105,42,5,10,28,161,1,0,1,1,7,10,2,0,549,718,0.7646239554317549
1381,1,6,0,0,0,3,105,0,0,18,0,149,77,1,9,27,187,1,0,4,2,1,13,1,0,605,740,0.8175675675675675
1382,1,11,0,1,0,14,74,0,1,11,0,153,44,4,47,22,155,1,1,1,2,2,15,4,0,564,715,0.7888111888111888
1383,0,6,0,0,0,8,134,1,1,13,0,134,61,3,4,50,193,0,0,3,2,1,18,0,0,632,867,0.7289504036908881
1384,1,14,0,1,0,4,69,2,0,10,0,72,53,0,7,39,163,4,0,0,3,0,14,0,0,456,614,0.742671009771987
1385,1,6,0,0,0,11,93,1,0,15,1,93,44,3,10,41,179,0,1,2,0,0,22,0,0,523,676,0.7736686390532544
1386,2,9,0,2,1,9,111,2,0,11,1,127,42,6,6,50,228,0,1,4,0,4,23,1,0,640,873,0.7331042382588774
1387,0,11,0,2,0,12,128,0,0,6,0,122,57,7,5,46,186,2,1,1,1,1,29,0,0,617,834,0.7398081534772182
1388,1,6,1,0,1,11,96,1,0,12,0,142,36,3,10,34,192,2,3,1,3,2,22,3,0,582,810,0.7185185185185186
1389,1,10,0,0,0,9,92,1,0,8,1,118,48,2,5,62,150,1,0,1,0,0,40,0,0,549,753,0.7290836653386454
1390,1,4,0,0,0,9,84,1,0,8,0,104,61,4,4,63,204,4,0,1,1,2,25,0,0,580,749,0.774365821094793
1391,1,7,0,0,1,11,84,1,0,13,2,136,70,6,9,87,251,0,2,0,2,4,25,0,1,713,943,0.7560975609756098
1392,0,18,0,0,0,10,99,0,0,16,0,98,70,5,8,56,247,0,0,0,4,4,17,0,0,652,810,0.8049382716049382
1393,1,12,0,0,0,7,114,1,0,14,0,99,89,1,4,56,222,2,1,0,5,1,20,0,0,649,836,0.7763157894736842
1394,4,14,1,0,0,9,97,2,0,16,0,109,58,4,7,48,254,5,1,4,3,2,15,0,0,653,836,0.7811004784688995
1395,3,4,0,0,0,6,122,0,0,19,1,98,64,3,3,61,198,2,1,0,0,4,15,0,0,604,780,0.7743589743589744
1396,0,10,0,0,0,9,89,2,0,15,0,95,65,2,7,30,190,1,0,0,4,0,14,2,0,535,689,0.7764876632801161
1397,0,12,0,0,1,11,134,1,0,20,1,122,84,8,8,44,201,1,4,0,0,1,20,0,0,673,885,0.7604519774011299
1398,0,14,0,1,3,6,117,0,1,17,0,112,75,6,8,44,230,4,3,0,1,2,18,0,1,663,831,0.7978339350180506
1399,0,12,0,1,0,12,121,1,0,19,0,103,77,3,4,43,233,1,1,0,0,0,21,0,0,652,841,0.7752675386444708
1400,0,6,0,0,0,3,89,0,0,8,0,91,57,1,3,38,181,1,1,0,5,4,15,1,0,504,652,0.7730061349693251
1401,3,13,0,3,0,10,101,0,0,18,0,97,88,3,6,43,227,7,2,1,6,2,18,0,0,648,836,0.7751196172248804
1402,1,10,0,0,0,10,109,0,0,13,0,110,96,6,27,42,245,0,0,1,0,2,26,0,0,698,904,0.7721238938053098
1403,0,6,0,0,1,9,86,0,0,11,0,109,64,5,5,58,208,0,0,0,6,1,22,1,0,592,753,0.7861885790172642
1404,0,18,0,1,0,14,149,1,0,15,1,116,83,6,18,55,233,1,1,1,4,2,26,1,0,746,1040,0.7173076923076923
1405,3,5,0,0,0,5,99,1,0,12,0,98,63,5,6,56,211,3,0,2,6,1,9,0,0,585,762,0.7677165354330708
1406,0,11,0,0,1,6,119,1,0,20,0,108,57,4,2,51,236,3,0,4,4,1,22,0,0,650,844,0.7701421800947867
1407,0,11,1,0,0,5,76,0,0,12,0,83,36,3,5,29,175,1,1,2,0,1,23,1,0,465,572,0.8129370629370629
1408,0,7,0,2,0,11,104,0,0,17,0,116,64,1,5,39,194,3,1,1,0,2,11,0,0,578,740,0.7810810810810811
1409,2,5,0,0,0,7,108,1,0,10,0,134,46,2,3,27,234,0,2,1,2,2,12,2,1,601,781,0.7695262483994878
1410,0,4,0,2,0,8,124,0,0,15,0,134,65,8,12,38,212,4,3,3,2,2,27,0,0,663,898,0.7383073496659243
1411,0,7,0,0,1,6,72,1,1,9,3,82,40,2,4,27,135,0,1,1,2,1,13,0,0,408,569,0.7170474516695958
1412,1,6,0,0,0,16,117,1,0,16,0,147,58,6,7,44,204,4,2,1,4,3,27,0,0,664,882,0.7528344671201814
1413,0,7,0,0,0,4,112,0,0,9,0,134,59,4,4,44,218,3,1,3,2,1,17,1,1,624,848,0.7358490566037735
