VITA,MOVIMENTO 5 STELLE,UNIONE POPOLARE DE MAGISTRIS,ALTERNATIVA PER L'ITALIA NO GREEN PASS,ITALIA SOVRANA E POPOLARE,PARTITO DELLA FOLLIA CREATIVA,PARTITO DEMOCRATICO,IMPEGNO CIVICO DI MAIO,ALLEANZA VERDI E SINISTRA,+ EUROPA CON EMMA BONINO,LISTA PARAGONE ITALEXIT,AZIONE ITALIA VIVA,NOI MODERATI,LEGA SALVINI PREMIER,FRATELLI D'ITALIA,FORZA ITALIA,TOTALE,SEZIONE,AFFLUENZA
1,88,10,0.0,3,0.0,94,4,27,18,6,25,0,30,126,8,440,594,0.6043956043956044
0,92,11,0.0,2,1.0,131,2,22,15,6,51,1,21,195,21,571,596,0.6274725274725275
3,84,8,1.0,6,0.0,77,0,21,11,7,31,1,32,176,27,485,597,0.5237580993520519
4,82,15,2.0,7,0.0,109,7,21,11,5,52,2,23,160,25,525,598,0.6704980842911877
1,79,9,1.0,9,0.0,124,3,20,14,4,34,1,29,131,18,477,599,0.5678571428571428
8,86,14,0.0,3,1.0,139,2,21,16,3,40,0,21,148,14,516,600,0.6323529411764706
1,92,12,1.0,8,1.0,109,3,18,9,16,31,0,45,173,29,548,601,0.5603271983640081
1,65,7,0.0,5,0.0,101,6,15,13,7,36,3,20,162,25,466,602,0.6099476439790575
0,92,8,0.0,3,0.0,107,1,18,13,6,57,2,29,163,31,530,603,0.6385542168674698
0,48,2,0.0,2,0.0,40,2,6,3,6,5,0,28,114,16,272,604,0.4533333333333333
1,51,2,0.0,1,0.0,30,0,2,1,6,5,0,19,52,21,191,605,0.35902255639097747
1,49,4,0.0,6,1.0,38,4,9,5,1,6,1,18,88,9,240,606,0.38961038961038963
1,58,4,0.0,3,1.0,70,3,4,6,1,5,0,28,114,18,316,607,0.4579710144927536
0,72,2,0.0,6,0.0,65,2,10,10,10,4,0,23,80,14,298,608,0.4775641025641026
4,65,14,2.0,11,1.0,66,3,8,9,7,24,0,22,103,11,350,609,0.5335365853658537
4,92,11,0.0,7,0.0,74,0,20,22,3,35,1,16,147,19,451,610,0.5745222929936306
1,95,9,1.0,11,0.0,90,2,32,10,4,25,0,31,133,18,462,611,0.5760598503740648
0,54,5,0.0,2,1.0,66,1,20,13,3,24,3,12,117,21,342,612,0.5335413416536662
1,79,10,0.0,5,0.0,66,2,20,11,11,24,1,21,121,12,384,613,0.5363128491620112
5,93,15,1.0,3,1.0,97,1,12,13,8,44,2,26,156,17,494,614,0.5671641791044776
0,43,12,2.0,1,0.0,50,0,13,10,4,24,1,18,89,21,288,615,0.5043782837127846
2,97,15,2.0,9,3.0,90,4,11,5,19,40,1,40,242,35,615,616,0.5329289428076257
1,108,25,2.0,11,2.0,127,2,34,19,10,26,5,16,162,25,575,617,0.6065400843881856
2,80,19,1.0,4,0.0,99,2,37,14,6,27,2,23,143,17,476,618,0.5541327124563445
2,53,10,0.0,3,0.0,65,4,14,5,11,20,1,26,122,16,352,619,0.48956884561891517
4,70,7,0.0,9,2.0,80,4,24,13,8,20,0,15,11,113,380,620,0.49934296977660975
1,74,10,1.0,6,1.0,88,1,22,10,9,32,2,30,144,17,448,621,0.5614035087719298
0,57,9,0.0,1,1.0,70,2,16,15,3,27,2,21,137,24,385,622,0.5959752321981424
2,74,15,0.0,5,0.0,72,5,15,13,2,29,1,21,122,10,386,623,0.546742209631728
2,86,17,0.0,10,2.0,74,5,17,7,7,27,0,24,106,19,403,624,0.5153452685421995
4,63,13,0.0,2,0.0,58,5,16,7,7,14,0,109,20,27,345,625,0.5259146341463414
1,90,21,0.0,3,1.0,82,2,22,17,7,29,4,14,162,31,486,626,0.5631517960602549
4,124,11,2.0,6,1.0,82,5,14,15,10,49,2,38,223,30,616,627,0.5095119933829612
5,95,14,1.0,5,1.0,101,2,25,23,8,41,1,23,195,24,564,628,0.5820433436532507
3,55,8,0.0,4,0.0,44,1,13,8,4,21,0,9,91,26,287,629,0.5954356846473029
4,73,16,1.0,7,3.0,94,2,33,12,9,22,2,25,162,16,481,630,0.508994708994709
1,80,9,0.0,4,0.0,92,2,22,12,9,30,2,37,181,16,497,631,0.571921749136939
0,55,5,0.0,2,0.0,63,3,11,10,7,11,0,19,87,15,288,632,0.579476861167002
1,87,7,0.0,4,0.0,77,0,13,9,4,15,0,15,115,18,365,633,0.565015479876161
1,60,15,1.0,3,1.0,85,5,14,9,6,24,4,28,140,13,409,634,0.5988286969253295
3,92,9,0.0,5,2.0,108,0,24,13,13,28,1,26,173,14,511,635,0.6300863131935882
4,104,4,0.0,3,1.0,86,4,11,8,6,24,2,19,160,10,446,636,0.6203059805285118
0,90,4,1.0,2,1.0,89,0,29,10,4,13,0,14,157,12,426,637,0.6893203883495146
0,61,4,0.0,2,2.0,121,0,21,16,4,32,1,18,118,17,417,638,0.6640127388535032
1,64,7,0.0,8,1.0,128,3,6,9,5,29,1,13,109,11,395,639,0.691768826619965
0,0,0,0.0,0,0.0,91,1,12,13,0,0,2,20,173,19,331,640,0.521259842519685
1,55,5,0.0,6,0.0,77,2,10,8,2,23,3,16,117,29,354,641,0.48559670781893005
0,58,8,0.0,6,0.0,104,6,9,7,3,30,0,18,142,13,404,642,0.6722129783693843
1,55,4,0.0,3,0.0,67,1,23,10,6,29,1,15,132,9,356,643,0.5983193277310924
1,104,9,4.0,8,0.0,122,1,25,9,8,27,0,23,207,30,578,657,0.5745526838966203
0,55,4,0.0,5,3.0,52,0,5,6,4,10,0,15,96,21,276,658,0.4717948717948718
3,67,3,1.0,2,2.0,74,0,10,6,5,16,0,20,113,14,336,659,0.5308056872037915
4,69,7,0.0,1,1.0,38,1,6,4,6,8,0,20,103,18,286,660,0.47194719471947194
1,68,11,1.0,7,2.0,78,2,14,7,1,27,0,28,177,21,445,661,0.5342136854741897
2,127,13,0.0,5,0.0,100,5,15,11,11,36,3,41,268,11,648,662,0.561038961038961
2,95,12,1.0,8,1.0,94,5,13,11,5,31,1,25,155,16,475,663,0.5907960199004975
0,56,8,0.0,6,1.0,76,0,16,16,8,30,3,18,158,16,412,664,0.5357607282184655
0,83,3,5.0,2,1.0,102,3,23,17,5,34,0,28,226,24,556,665,0.6050054406964092
1,76,9,3.0,7,0.0,74,4,11,14,6,28,4,44,188,16,485,666,0.5530216647662486
0,81,11,1.0,0,0.0,77,5,13,13,9,33,1,18,163,20,445,667,0.5886243386243386
4,140,16,3.0,12,3.0,116,1,26,13,13,28,3,35,251,25,689,668,0.5312259059367772
2,101,6,0.0,6,0.0,149,5,16,4,8,52,1,19,181,20,570,669,0.5705705705705706
3,125,15,2.0,16,0.0,103,6,28,17,15,29,0,35,197,25,616,670,0.5757009345794393
6,94,2,1.0,8,4.0,88,0,15,10,6,31,0,26,179,20,490,671,0.5990220048899756
2,92,7,2.0,17,0.0,101,3,16,12,9,32,2,26,189,19,529,672,0.5354251012145749
0,103,8,4.0,13,0.0,71,2,22,19,12,29,2,36,183,18,522,673,0.5979381443298969
4,81,7,0.0,3,0.0,61,0,16,12,12,19,1,28,132,21,397,674,0.5328859060402684
1,94,12,2.0,6,0.0,67,2,18,8,14,23,1,32,162,29,471,675,0.5304054054054054
1,91,4,1.0,7,0.0,84,3,13,23,9,19,2,26,152,23,458,676,0.5439429928741093
1,49,13,0.0,2,0.0,33,2,7,1,2,8,2,18,119,13,270,677,0.5084745762711864
1,65,5,1.0,4,1.0,59,2,8,14,3,25,2,31,140,27,388,678,0.5598845598845599
1,102,8,1.0,5,0.0,94,6,7,10,3,30,2,36,194,25,524,679,0.5357873210633947
1,94,6,3.0,3,0.0,88,2,14,8,2,17,0,38,179,34,489,680,0.549438202247191
1,94,11,1.0,7,1.0,89,1,16,5,9,19,0,35,194,23,506,681,0.518974358974359
2,88,8,1.0,3,0.0,83,1,12,11,6,25,2,45,220,36,543,682,0.5127478753541076
2,96,8,2.0,4,0.0,99,4,23,14,12,25,0,37,224,34,584,683,0.51363236587511
2,71,9,3.0,6,1.0,36,1,12,9,5,17,2,23,94,34,325,684,0.3312945973496432
3,114,12,0.0,5,2.0,63,2,8,13,10,30,1,38,161,38,500,685,0.47664442326024786
2,99,12,1.0,7,1.0,77,1,11,5,15,24,0,47,208,26,536,686,0.5056603773584906
5,100,5,2.0,10,2.0,69,2,8,9,13,29,6,28,242,32,562,687,0.5104450499545867
4,108,10,0.0,2,1.0,115,1,12,14,6,28,1,40,216,41,599,688,0.5592903828197946
2,120,10,1.0,7,2.0,94,1,20,13,9,31,4,31,218,28,591,689,0.5290957923008057
2,95,10,0.0,3,1.0,51,1,7,5,4,26,2,41,183,40,471,690,0.48858921161825725
3,94,2,1.0,9,2.0,67,2,17,8,2,17,15,30,216,35,520,691,0.44293015332197616
0,84,3,1.0,6,1.0,65,3,8,11,17,19,32,27,261,5,543,692,0.49363636363636365
0,105,7,0.0,0,1.0,45,5,8,5,11,11,0,34,202,40,474,693,0.4688427299703264
2,94,19,0.0,5,0.0,66,4,13,13,9,14,2,214,42,32,529,694,0.5284715284715285
0,23,3,1.0,5,0.0,43,0,5,2,6,15,5,19,108,18,253,695,0.4990138067061144
0,29,3,0.0,1,0.0,64,3,5,7,3,20,1,17,107,7,267,696,0.5308151093439364
1,62,7,2.0,7,1.0,100,4,21,16,4,23,0,29,149,25,451,697,0.6021361815754339
2,93,8,2.0,4,1.0,122,3,17,15,12,20,0,28,126,17,470,698,0.5831265508684863
2,77,11,2.0,5,1.0,102,1,20,6,4,23,4,27,123,28,436,699,0.5209080047789725
1,75,12,3.0,2,1.0,88,2,17,11,8,18,0,11,107,9,365,700,0.5069444444444444
1,73,8,5.0,11,0.0,59,2,12,15,8,14,0,26,132,15,381,701,0.5141700404858299
0,68,6,1.0,3,0.0,47,1,18,7,3,24,0,25,123,18,344,702,0.5308641975308642
4,47,15,1.0,5,1.0,43,3,5,4,7,6,0,9,81,11,242,703,0.4708171206225681
0,50,53,2.0,8,0.0,38,0,3,2,7,0,0,13,79,11,266,704,0.39233038348082594
1,65,3,1.0,8,1.0,81,0,8,5,6,18,1,27,133,24,382,705,0.5298196948682385
0,36,5,0.0,0,0.0,48,2,12,6,3,12,0,15,99,13,251,706,0.43500866551126516
0,68,5,2.0,6,0.0,94,6,6,11,2,30,1,19,165,22,437,707,0.5442092154420921
1,69,8,0.0,2,0.0,55,0,23,10,2,14,0,20,98,12,314,708,0.5340136054421769
0,0,0,0.0,0,0.0,72,2,13,12,0,0,0,44,197,31,371,709,0.39052631578947367
3,94,8,1.0,11,1.0,53,6,9,4,4,14,4,45,155,28,440,710,0.5385556915544676
1,72,9,0.0,3,1.0,84,2,19,9,6,18,3,30,130,35,422,711,0.4947245017584994
2,82,2,1.0,5,3.0,53,3,16,11,4,24,0,39,208,31,484,712,0.5432098765432098
1,94,8,2.0,7,0.0,75,1,7,9,3,33,1,29,181,33,484,713,0.5761904761904761
2,102,5,2.0,9,1.0,71,3,10,7,9,24,0,42,163,27,477,714,0.5156756756756756
6,85,2,1.0,10,2.0,92,2,7,6,5,30,0,30,176,28,482,715,0.5052410901467506
1,104,9,1.0,10,0.0,72,1,19,7,10,29,1,38,172,31,505,716,0.5055055055055055
2,102,12,2.0,4,2.0,82,4,18,18,3,27,0,35,179,26,516,717,0.5733333333333334
1,98,8,1.0,0,0.0,64,4,12,7,4,22,2,27,153,44,447,718,0.5532178217821783
0,76,8,2.0,5,1.0,80,12,2,13,16,29,1,161,33,19,458,719,0.5551515151515152
9,92,3,2.0,10,3.0,78,4,14,15,11,17,0,43,144,20,465,720,0.5388180764774044
1,68,3,1.0,3,0.0,60,1,12,16,12,16,2,40,126,26,387,721,0.49871134020618557
4,89,5,1.0,3,2.0,73,2,21,13,6,33,4,23,117,27,423,722,0.5133495145631068
3,113,6,1.0,5,0.0,85,7,14,5,9,21,3,42,120,38,472,723,0.5221238938053098
1,98,8,1.0,5,2.0,66,4,12,7,8,17,3,35,159,23,449,724,0.5338882282996433
3,62,8,0.0,5,0.0,59,3,9,7,6,22,1,33,146,23,387,725,0.524390243902439
1,70,4,0.0,13,0.0,36,0,6,10,4,6,0,30,134,17,331,726,0.5196232339089482
0,59,1,0.0,4,1.0,44,2,9,6,7,13,1,24,103,31,305,727,0.5008210180623974
0,94,9,0.0,5,0.0,75,2,11,10,9,21,3,32,183,28,482,728,0.5440180586907449
0,46,9,1.0,3,0.0,68,11,1,9,4,18,0,129,24,22,345,729,0.5407523510971787
0,91,6,0.0,12,1.0,91,4,15,13,6,26,2,27,197,19,510,730,0.5156723963599595
3,66,10,0.0,1,1.0,71,1,8,12,9,23,3,23,159,16,406,731,0.5012345679012346
2,84,6,0.0,6,2.0,57,2,10,8,6,13,0,25,133,21,375,732,0.5074424898511503
2,78,7,2.0,13,0.0,59,4,6,9,7,22,4,32,164,17,426,733,0.5710455764075067
0,44,4,2.0,8,1.0,50,2,9,6,5,15,0,23,92,22,283,734,0.5260223048327137
4,63,5,1.0,2,1.0,30,0,7,5,5,11,0,20,87,13,254,735,0.4712430426716141
0,58,9,0.0,5,0.0,35,3,5,4,1,4,0,15,70,17,226,736,0.4988962472406181
0,35,12,1.0,4,0.0,39,1,1,3,3,1,0,16,75,17,208,737,0.44635193133047213
1,62,1,0.0,2,0.0,49,3,1,6,6,11,0,9,72,17,240,738,0.39408866995073893
0,52,0,1.0,4,0.0,54,4,4,2,10,10,0,16,80,13,250,739,0.45955882352941174
0,39,8,1.0,3,0.0,25,2,3,3,4,5,0,18,59,7,177,740,0.40877598152424943
2,56,7,2.0,5,1.0,49,3,2,2,1,5,1,27,87,10,260,741,0.39634146341463417
2,35,9,1.0,2,0.0,15,3,2,1,5,4,0,17,59,19,174,742,0.3140794223826715
2,81,12,1.0,9,1.0,67,1,8,10,20,25,2,54,241,33,567,743,0.50625
0,24,7,0.0,1,0.0,12,3,7,1,3,4,0,6,45,18,131,744,0.2943820224719101
1,64,6,1.0,5,0.0,48,4,11,9,5,8,2,28,107,18,317,745,0.3880048959608323
1,27,7,0.0,2,1.0,28,0,1,2,2,3,0,12,47,20,153,746,0.34
4,36,3,2.0,5,0.0,25,2,6,3,4,3,1,13,72,23,202,747,0.3666061705989111
1,49,3,0.0,0,0.0,32,2,6,2,2,4,0,18,77,12,208,748,0.391713747645951
1,88,8,0.0,10,1.0,72,3,7,6,6,12,2,26,100,23,365,749,0.4489544895448955
1,72,9,0.0,1,2.0,39,4,8,8,9,7,2,31,86,12,291,750,0.5
5,41,5,0.0,3,0.0,32,3,3,4,4,3,0,21,66,32,222,751,0.3328335832083958
2,51,4,0.0,1,1.0,36,3,5,3,7,4,1,27,93,26,264,752,0.42105263157894735
1,66,2,1.0,3,0.0,82,4,6,0,7,17,2,27,132,24,374,753,0.5260196905766527
1,94,2,0.0,2,1.0,81,2,12,6,7,39,1,31,170,35,484,754,0.6302083333333334
1,91,5,4.0,4,0.0,73,2,17,16,9,15,0,27,138,27,429,755,0.5283251231527094
6,73,7,1.0,6,2.0,70,4,14,10,5,22,2,32,161,24,439,756,0.5738562091503268
2,83,4,1.0,3,1.0,80,1,12,12,10,22,1,29,170,22,453,757,0.601593625498008
1,90,7,2.0,6,2.0,79,4,4,8,10,25,1,41,181,25,486,758,0.5346534653465347
7,134,6,1.0,7,0.0,96,4,25,27,13,28,6,36,246,45,681,759,0.5942408376963351
2,94,0,4.0,6,0.0,74,5,13,10,11,15,2,41,191,34,502,760,0.5164609053497943
1,108,5,0.0,7,0.0,96,1,12,8,10,22,4,53,231,47,605,761,0.5247181266261925
0,0,0,0.0,0,0.0,57,7,15,10,0,0,2,29,38,219,377,762,0.33690795352993747
2,133,9,1.0,14,1.0,76,6,18,17,11,38,1,38,232,27,624,763,0.5252525252525253
2,118,6,2.0,7,3.0,66,1,14,9,10,33,2,36,225,61,595,764,0.5237676056338029
0,139,7,1.0,6,0.0,116,1,20,15,5,28,4,32,222,36,632,765,0.5249169435215947
4,115,12,0.0,6,1.0,62,2,14,20,9,22,0,48,216,39,570,766,0.504424778761062
2,84,4,0.0,4,0.0,66,3,9,10,9,16,1,23,145,21,397,767,0.5038071065989848
0,108,11,1.0,6,0.0,63,2,14,12,7,28,6,32,177,31,498,768,0.5601799775028121
3,139,7,0.0,7,1.0,71,1,9,7,11,18,0,44,210,44,572,769,0.49352890422778256
3,113,9,7.0,4,0.0,59,1,16,8,12,26,2,29,281,43,613,770,0.5279931093884582
2,111,7,0.0,6,0.0,67,3,9,15,3,24,1,33,261,33,575,771,0.5270394133822182
2,80,10,0.0,6,2.0,83,8,16,18,15,23,4,33,246,34,580,772,0.5169340463458111
2,64,9,3.0,8,1.0,67,4,13,5,7,28,2,21,192,26,452,773,0.5832258064516129
2,80,5,0.0,6,0.0,48,1,10,2,19,21,1,23,138,26,382,774,0.5895061728395061
0,83,8,0.0,7,0.0,52,3,13,13,14,21,2,40,235,32,523,775,0.45281385281385284
1,106,9,1.0,3,0.0,50,1,9,9,17,16,1,39,242,59,563,776,0.4775233248515691
2,135,10,1.0,5,1.0,66,3,14,8,8,20,0,54,230,48,605,777,0.5127118644067796
4,109,2,2.0,6,3.0,78,1,19,6,9,35,2,50,212,47,585,778,0.5396678966789668
1,92,4,1.0,4,0.0,59,1,9,8,7,19,0,40,231,43,519,779,0.4891611687087653
6,120,8,0.0,11,3.0,81,3,28,11,8,42,0,49,207,41,618,780,0.5597826086956522
0,93,11,0.0,5,1.0,59,8,9,6,5,20,3,47,199,44,510,781,0.43552519214346713
2,99,8,2.0,5,0.0,85,4,11,6,11,19,2,49,229,44,576,782,0.5284403669724771
0,99,4,5.0,3,0.0,60,0,20,12,6,28,0,25,168,36,466,783,0.5406032482598608
5,103,7,0.0,10,1.0,90,7,17,15,5,31,2,34,247,40,614,784,0.566420664206642
4,102,9,2.0,6,0.0,70,6,14,6,1,23,2,40,245,38,568,785,0.5112511251125113
1,58,2,1.0,3,0.0,55,2,5,13,5,23,0,35,145,28,376,786,0.5157750342935528
4,91,4,5.0,5,0.0,85,5,17,14,9,23,1,28,208,41,540,787,0.5362462760675273
6,90,5,0.0,8,2.0,55,1,21,11,12,23,2,42,249,52,579,788,0.5341328413284133
2,120,6,3.0,5,2.0,69,2,8,9,6,26,1,51,238,46,594,789,0.5916334661354582
3,100,6,0.0,3,0.0,60,3,14,14,7,17,0,29,182,22,460,790,0.5651105651105651
3,115,3,1.0,5,1.0,74,2,15,9,5,33,0,29,185,44,524,791,0.5828698553948832
6,110,9,0.0,3,1.0,69,1,20,12,11,47,0,53,227,51,620,792,0.5893536121673004
3,76,9,2.0,9,0.0,56,1,10,12,16,21,3,33,213,50,514,793,0.5104270109235353
0,123,7,2.0,4,0.0,66,0,10,11,10,21,0,31,194,44,523,794,0.4901593252108716
0,138,4,2.0,3,1.0,110,2,18,13,4,42,1,63,296,36,733,795,0.5868694955964772
3,90,12,0.0,5,0.0,80,3,15,10,17,22,0,44,194,23,518,796,0.5169660678642715
1,95,8,1.0,7,1.0,87,6,15,15,4,37,4,27,228,33,569,797,0.5307835820895522
2,85,9,2.0,4,0.0,60,6,15,8,5,34,4,26,181,35,476,798,0.5639810426540285
3,112,10,2.0,5,0.0,82,2,16,12,13,32,0,36,194,40,559,799,0.5180722891566265
6,119,11,0.0,5,2.0,89,5,21,3,15,32,4,37,182,44,575,800,0.5704365079365079
0,124,11,1.0,11,4.0,123,4,23,17,9,37,1,41,267,27,700,801,0.5677210056772101
4,125,9,4.0,6,1.0,83,3,18,10,9,41,0,46,270,44,673,802,0.5786758383490972
0,92,15,0.0,8,0.0,118,1,13,19,16,18,1,31,161,22,515,803,0.5496264674493063
1,73,11,1.0,3,1.0,61,3,18,12,9,32,5,17,209,28,484,804,0.5301204819277109
0,94,4,1.0,7,1.0,88,1,15,4,11,25,4,31,191,27,504,805,0.5656565656565656
2,75,6,0.0,4,1.0,85,3,22,11,8,24,3,19,163,13,439,806,0.5932432432432433
4,127,7,2.0,2,1.0,87,2,19,16,12,33,2,26,197,27,564,807,0.6238938053097345
1,104,7,1.0,4,2.0,96,5,21,7,6,27,0,23,160,16,480,808,0.5904059040590406
1,124,16,0.0,5,0.0,72,4,15,11,8,18,4,28,157,39,502,809,0.5363247863247863
4,72,11,1.0,0,2.0,68,1,11,8,9,15,2,30,121,24,379,810,0.46163215590742995
0,81,11,2.0,4,0.0,84,3,25,8,3,23,4,24,152,23,447,811,0.5451219512195122
2,76,5,1.0,12,1.0,77,4,16,13,12,34,3,41,148,30,475,812,0.5702280912364946
3,66,6,2.0,5,0.0,78,0,10,13,15,35,2,12,126,15,388,813,0.5487977369165488
1,43,4,0.0,3,0.0,32,1,4,3,4,9,2,24,58,20,208,814,0.369449378330373
6,91,6,1.0,6,0.0,90,2,6,14,11,16,3,19,157,24,452,815,0.4923747276688453
0,80,3,0.0,8,1.0,54,3,12,10,8,34,0,25,166,40,444,816,0.4629822732012513
1,37,2,1.0,0,1.0,44,2,7,4,5,13,0,6,43,13,179,817,0.43028846153846156
3,74,3,2.0,1,1.0,65,0,10,4,3,24,3,21,184,22,420,818,0.5236907730673317
1,116,11,3.0,14,1.0,131,2,19,12,8,50,3,21,183,31,606,819,0.63125
3,81,11,2.0,0,1.0,111,1,14,9,5,47,2,17,195,26,525,820,0.6111757857974389
3,90,11,5.0,5,1.0,153,9,22,15,13,67,5,28,245,34,706,821,0.6808100289296046
1,132,9,5.0,4,1.0,130,4,34,15,9,52,7,25,206,22,656,822,0.654690618762475
3,111,12,2.0,13,2.0,144,3,20,18,5,50,9,36,240,40,708,823,0.6119273984442524
3,109,11,2.0,8,2.0,106,1,18,22,22,44,2,48,254,32,684,824,0.5606557377049181
2,140,12,0.0,10,1.0,102,4,10,15,4,40,3,36,252,39,670,825,0.5706984667802385
3,89,14,0.0,4,0.0,126,5,23,8,4,36,0,26,168,20,526,826,0.6291866028708134
1,102,9,1.0,10,1.0,136,4,19,6,12,74,0,12,144,21,552,827,0.6374133949191686
0,66,30,1.0,6,1.0,93,0,47,21,5,24,0,19,111,24,448,920,0.5981308411214953
3,89,12,0.0,7,1.0,124,0,39,21,10,24,1,19,132,25,507,921,0.6401515151515151
2,68,28,1.0,3,0.0,90,1,53,18,4,11,0,15,64,10,368,922,0.5419734904270986
1,62,16,0.0,3,0.0,87,0,32,11,9,21,0,13,101,19,375,923,0.5490483162518301
0,83,23,0.0,7,1.0,97,3,34,26,5,13,2,20,117,15,446,924,0.6706766917293233
0,57,23,1.0,7,0.0,74,6,44,15,3,12,1,15,93,15,366,925,0.5176803394625177
1,35,17,2.0,1,0.0,57,0,29,21,2,15,0,10,72,14,276,926,0.4859154929577465
0,56,22,2.0,9,0.0,67,5,33,9,4,22,1,5,67,10,312,927,0.5024154589371981
4,52,9,0.0,5,0.0,69,0,26,16,8,15,0,17,95,13,329,928,0.5456053067993366
0,42,20,0.0,7,0.0,69,1,24,15,5,14,0,13,88,8,306,929,0.5806451612903226
4,79,20,0.0,4,0.0,99,4,30,19,6,23,0,26,143,22,479,930,0.5112059765208111
7,108,20,2.0,13,2.0,141,0,39,28,13,43,0,49,155,29,649,932,0.59
1,68,10,3.0,3,2.0,88,1,33,16,5,23,0,24,124,19,420,933,0.5793103448275863
1,57,5,0.0,5,2.0,63,0,21,8,4,26,3,25,117,18,355,934,0.5877483443708609
3,107,27,0.0,8,0.0,162,7,50,19,9,28,1,33,145,19,618,935,0.5680147058823529
0,56,19,0.0,1,0.0,43,0,35,11,2,20,1,8,50,5,251,937,0.4990059642147117
0,64,9,0.0,8,0.0,67,3,31,15,7,21,1,10,58,9,303,938,0.5144312393887945
3,49,9,0.0,5,1.0,64,0,28,11,2,14,0,14,42,12,254,939,0.6381909547738693
0,54,17,0.0,3,1.0,67,1,36,8,6,31,0,15,58,8,305,940,0.6087824351297405
1,77,11,1.0,9,0.0,41,2,10,2,1,6,1,60,9,12,243,1075,0.19148936170212766
0,0,0,0.0,0,0.0,49,0,17,22,0,0,0,16,103,19,226,1090,0.358161648177496
1,117,9,0.0,3,0.0,75,0,16,10,4,30,3,22,166,18,474,1128,0.5550351288056206
1,74,8,4.0,10,1.0,48,1,16,13,5,13,0,18,110,16,338,1129,0.48633093525179855
2,89,8,3.0,6,1.0,90,2,9,7,8,35,0,127,21,17,425,1130,0.571236559139785
0,79,8,1.0,4,1.0,106,4,24,12,4,25,0,13,166,19,466,1131,0.5825
5,60,8,0.0,4,1.0,53,2,5,14,6,24,1,22,110,11,326,1132,0.5158227848101266
1,71,4,1.0,9,0.0,67,1,8,13,4,8,0,13,93,11,304,1133,0.5880077369439072
2,65,5,1.0,4,1.0,74,14,1,8,5,16,0,19,108,13,336,1134,0.6021505376344086
2,44,6,0.0,8,0.0,62,1,19,10,8,24,10,10,98,20,322,1135,0.5974025974025974
3,85,10,2.0,6,0.0,85,4,8,9,7,21,0,22,201,20,483,1757,0.5132837407013815
0,99,6,2.0,6,0.0,65,1,17,18,6,19,3,28,198,40,508,2110,0.5347368421052632
4,120,11,1.0,5,0.0,78,3,15,9,13,30,2,49,236,35,611,2510,0.5402298850574713
1,67,5,0.0,3,0.0,61,4,13,10,9,24,0,21,147,21,386,2524,0.5530085959885387
3,122,9,9.0,9,2.0,97,0,9,11,14,49,1,31,266,34,666,2540,0.5358004827031375
1,102,10,1.0,4,0.0,80,3,13,15,8,23,3,34,197,21,515,2541,0.5525751072961373
4,108,9,1.0,8,0.0,108,2,23,20,18,35,0,22,242,29,629,2542,0.5246038365304421
2,128,11,0.0,6,1.0,97,2,29,11,4,31,0,24,218,19,583,2555,0.5589645254074784
2,117,4,0.0,8,0.0,86,3,22,9,19,34,0,34,205,25,568,2557,0.47293921731890093
1,66,3,2.0,1,2.0,41,2,8,9,8,5,0,20,91,32,291,2558,0.31978021978021975
1,116,5,0.0,5,1.0,67,0,18,10,17,27,1,18,209,16,511,2559,0.5208970438328236
0,1,0,1.0,1,0.0,7,0,0,0,0,5,0,0,4,3,22,2573,2.4444444444444446
0,6,1,0.0,0,0.0,13,0,3,0,0,6,1,3,15,5,53,2578,inf
2,128,12,0.0,4,1.0,113,3,17,13,11,50,2,25,273,33,687,844,0.635522664199815
2,120,6,0.0,7,1.0,116,1,26,22,10,56,1,18,215,18,619,848,0.6677454153182308
0,68,12,0.0,7,1.0,165,3,35,23,7,54,1,12,145,19,552,854,0.6230248306997742
4,61,9,0.0,8,0.0,144,4,29,16,3,66,2,18,122,23,509,855,0.630731102850062
2,46,11,0.0,4,1.0,146,0,33,23,12,58,3,22,100,11,472,857,0.6404341926729986
1,46,11,0.0,9,0.0,126,0,23,33,3,63,2,12,108,25,462,858,0.6184738955823293
3,69,9,0.0,6,0.0,175,5,49,30,10,90,3,24,178,29,680,859,0.6889564336372846
5,76,11,0.0,8,1.0,116,2,27,10,5,31,2,17,85,18,414,860,0.33093525179856115
1,77,13,0.0,5,0.0,163,4,45,22,6,49,1,16,116,10,528,861,0.6534653465346535
4,127,10,0.0,8,0.0,156,3,27,23,2,56,0,27,229,15,687,862,0.6450704225352113
5,67,16,0.0,4,1.0,148,4,55,30,9,50,2,13,140,20,564,863,0.6690391459074733
5,56,13,0.0,8,1.0,162,3,30,21,8,69,1,15,119,17,528,864,0.6709021601016518
5,90,23,0.0,8,0.0,174,6,49,27,7,43,6,18,128,14,598,865,0.659316427783903
1,70,19,0.0,9,0.0,154,4,52,28,5,60,2,8,120,15,547,866,0.6811955168119551
1,58,7,0.0,5,0.0,124,2,33,17,4,47,1,13,76,10,398,867,0.66890756302521
0,64,15,0.0,10,0.0,102,3,40,30,13,56,2,14,113,12,474,868,0.6220472440944882
0,62,21,0.0,7,1.0,180,3,35,24,7,86,3,15,109,15,568,869,0.7117794486215538
1,47,12,0.0,6,0.0,111,1,32,33,3,41,1,9,90,14,401,870,0.634493670886076
