SEZIONE,Azzaretto Natale ,Boatti Giuseppe Riccardo ,Brenna Sergio Luigi,Campiotti Aquilele Quilino ,Cantù Maria Cristina,Capotosti Roberta,Cerno Tommaso ,D'Alfonso Franco Maria,Dovis Giovanni Mario ,Escobar Roberto Luigi ,Ferrara Salvatore ,Framba Francesco ,Laforgia Francesco ,Leccisi Gabriele Giuseppe ,Ligi Isabella ,Musciolà Filomena Patrizia,Oddenino Ruben ,Pagliuca Luigi ,Palmieri Antonio ,Perduca Marco ,Pessina Angela ,Pongiluppi Eleuteri Emanuela ,Previato Sonia ,Re Fraschini Mario Antonio,Riva Nadia ,Ruffini Luigino ,Santaniello Tiziana ,Sciascia Salvatore ,Tacchini Valerio Giovanni Mich,Zerkaoui Mounira ,TOTALE,AFFLUENZA
457,0.0,0.0,0.0,1.0,262.0,5.0,0.0,332.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,81.0,0.0,0.0,0.0,703.0,0.6491228070175439
458,1.0,0.0,1.0,0.0,0.0,0.0,229.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,207.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,560.0,0.6690561529271206
460,0.0,0.0,0.0,2.0,197.0,5.0,0.0,126.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,81.0,0.0,0.0,0.0,440.0,0.6145251396648045
461,0.0,0.0,5.0,0.0,0.0,0.0,295.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,211.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,610.0,0.6360792492179353
462,1.0,0.0,8.0,0.0,0.0,0.0,323.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,208.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,657.0,0.6589769307923772
465,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,133.0,21.0,0.0,0.0,0.0,3.0,1.0,0.0,176.0,0.0,1.0,472.0,0.638700947225981
467,2.0,0.0,5.0,0.0,0.0,0.0,240.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,160.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,528.0,0.6454767726161369
468,4.0,0.0,22.0,0.0,0.0,0.0,273.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,607.0,0.6692392502756339
469,3.0,0.0,6.0,0.0,0.0,0.0,254.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,559.0,0.6961394769613948
474,2.0,0.0,11.0,0.0,0.0,0.0,215.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,158.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,494.0,0.6121437422552665
477,0.0,0.0,9.0,0.0,0.0,0.0,292.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,255.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,724.0,0.7035957240038873
479,1.0,0.0,7.0,0.0,0.0,0.0,277.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,246.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,688.0,0.6515151515151515
480,1.0,0.0,6.0,0.0,0.0,0.0,239.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,206.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,585.0,0.6826137689614936
482,0.0,0.0,0.0,7.0,288.0,4.0,0.0,149.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,178.0,0.0,0.0,0.0,673.0,0.6981327800829875
483,0.0,0.0,7.0,0.0,0.0,0.0,248.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,233.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,609.0,0.6403785488958991
484,1.0,0.0,8.0,0.0,0.0,0.0,260.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,587.0,0.6778290993071594
485,1.0,0.0,6.0,0.0,0.0,0.0,195.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,214.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,542.0,0.6138165345413363
487,3.0,0.0,12.0,0.0,0.0,0.0,190.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,224.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,627.0,0.6333333333333333
488,2.0,0.0,6.0,0.0,0.0,0.0,250.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,214.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,647.0,0.6425024826216484
489,3.0,0.0,7.0,0.0,0.0,0.0,238.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,259.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,649.0,0.6810073452256034
490,1.0,0.0,11.0,0.0,0.0,0.0,166.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,192.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,487.0,0.637434554973822
493,3.0,0.0,10.0,0.0,0.0,0.0,212.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,575.0,0.639599555061179
495,0.0,0.0,8.0,0.0,0.0,0.0,277.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,178.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,569.0,0.660092807424594
498,4.0,0.0,9.0,0.0,0.0,0.0,232.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,140.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,511.0,0.6061684460260973
499,1.0,0.0,4.0,0.0,0.0,0.0,276.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,164.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,533.0,0.6547911547911548
501,0.0,0.0,3.0,0.0,0.0,0.0,281.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,566.0,0.6145494028230185
502,0.0,0.0,0.0,6.0,238.0,4.0,0.0,215.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,63.0,0.0,0.0,0.0,554.0,0.5717234262125903
504,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,215.0,37.0,0.0,0.0,0.0,14.0,6.0,0.0,196.0,0.0,0.0,626.0,0.673842841765339
505,1.0,0.0,8.0,0.0,0.0,0.0,212.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,207.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,498.0,0.5790697674418605
506,2.0,0.0,5.0,0.0,0.0,0.0,228.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,426.0,0.5883977900552486
508,1.0,0.0,1.0,0.0,0.0,0.0,221.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,593.0,0.6523652365236524
510,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,169.0,25.0,0.0,0.0,0.0,7.0,2.0,0.0,250.0,0.0,0.0,582.0,0.6807017543859649
511,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,231.0,28.0,0.0,0.0,0.0,7.0,1.0,0.0,295.0,0.0,0.0,749.0,0.6581722319859402
512,0.0,0.0,2.0,0.0,0.0,0.0,261.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,196.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,520.0,0.5909090909090909
514,2.0,0.0,6.0,0.0,0.0,0.0,247.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,243.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,581.0,0.6391639163916392
515,0.0,0.0,3.0,0.0,0.0,0.0,254.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,211.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,529.0,0.6122685185185185
518,0.0,0.0,0.0,2.0,191.0,4.0,0.0,111.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,71.0,0.0,0.0,0.0,396.0,0.532258064516129
519,1.0,0.0,9.0,0.0,0.0,0.0,174.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,144.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,404.0,0.6075187969924812
521,0.0,0.0,4.0,0.0,0.0,0.0,173.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,194.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,437.0,0.5588235294117647
523,0.0,0.0,1.0,0.0,0.0,0.0,266.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,560.0,0.6580493537015276
525,0.0,0.0,4.0,0.0,0.0,0.0,196.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,470.0,0.562200956937799
526,0.0,0.0,5.0,0.0,0.0,0.0,212.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,163.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,491.0,0.6230964467005076
530,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,63.0,63.0
532,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,164.0,23.0,0.0,0.0,0.0,7.0,4.0,0.0,218.0,0.0,0.0,568.0,0.6596980255516841
534,0.0,0.0,3.0,0.0,0.0,0.0,257.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,230.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,572.0,0.5989528795811518
535,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,179.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,342.0,0.5719063545150501
537,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,62.0,0.09037900874635568
538,0.0,0.0,0.0,0.0,227.0,2.0,0.0,173.0,0.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,116.0,0.0,0.0,0.0,555.0,0.6453488372093024
539,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,128.0,25.0,0.0,0.0,0.0,2.0,3.0,0.0,148.0,0.0,0.0,396.0,0.6556291390728477
540,1.0,0.0,3.0,0.0,0.0,0.0,259.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,564.0,0.5790554414784395
541,0.0,0.0,0.0,2.0,125.0,3.0,0.0,53.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,66.0,0.0,0.0,0.0,272.0,0.4563758389261745
542,0.0,0.0,5.0,0.0,0.0,0.0,234.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,175.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,513.0,0.5979020979020979
543,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,191.0,31.0,0.0,0.0,0.0,14.0,2.0,0.0,189.0,0.0,1.0,574.0,0.6768867924528302
547,0.0,0.0,14.0,0.0,0.0,0.0,273.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,223.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,646.0,0.6565040650406504
548,1.0,0.0,11.0,0.0,0.0,0.0,180.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,169.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,483.0,0.6346911957950065
549,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,118.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,224.0,0.0,0.0,479.0,0.6094147582697201
550,1.0,0.0,11.0,0.0,0.0,0.0,262.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,193.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,603.0,0.6327387198321092
551,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,158.0,31.0,0.0,0.0,0.0,10.0,2.0,0.0,130.0,0.0,0.0,448.0,0.654014598540146
552,0.0,0.0,0.0,1.0,214.0,0.0,0.0,144.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,103.0,0.0,0.0,0.0,503.0,0.6335012594458438
555,2.0,0.0,18.0,0.0,0.0,0.0,196.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,136.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,480.0,0.625
556,1.0,0.0,8.0,0.0,0.0,0.0,249.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,214.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,626.0,0.5961904761904762
558,0.0,0.0,18.0,0.0,0.0,0.0,210.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,172.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,537.0,0.6340023612750886
561,1.0,0.0,7.0,0.0,0.0,0.0,166.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,432.0,0.5639686684073107
562,4.0,0.0,23.0,0.0,0.0,0.0,228.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,187.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,606.0,0.6183673469387755
564,0.0,0.0,0.0,3.0,158.0,0.0,0.0,211.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,462.0,0.6764275256222547
566,0.0,0.0,7.0,0.0,0.0,0.0,157.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,172.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,407.0,0.5644937586685159
567,2.0,0.0,9.0,0.0,0.0,0.0,238.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,263.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,633.0,0.6887921653971708
568,0.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,259.0,0.38714499252615847
569,0.0,0.0,3.0,0.0,0.0,0.0,158.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,166.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,421.0,0.575136612021858
570,3.0,0.0,3.0,0.0,0.0,0.0,187.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,195.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,468.0,0.740506329113924
571,0.0,0.0,3.0,0.0,0.0,0.0,132.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,165.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,423.0,0.592436974789916
573,3.0,0.0,3.0,0.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,163.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,457.0,0.6463932107496464
574,0.0,0.0,4.0,0.0,0.0,0.0,163.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,211.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,475.0,0.6384408602150538
575,0.0,0.0,4.0,0.0,0.0,0.0,237.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,247.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,581.0,0.664
580,0.0,0.0,15.0,0.0,0.0,0.0,222.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,486.0,0.6214833759590793
582,1.0,0.0,1.0,0.0,0.0,0.0,165.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,164.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,411.0,0.6227272727272727
583,0.0,0.0,0.0,0.0,173.0,2.0,0.0,119.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,93.0,0.0,0.0,0.0,398.0,0.5870206489675516
585,0.0,0.0,3.0,0.0,0.0,0.0,201.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,493.0,0.5883054892601431
586,0.0,0.0,4.0,0.0,0.0,0.0,216.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,495.0,0.6021897810218978
589,0.0,0.0,1.0,0.0,0.0,0.0,249.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,242.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,635.0,0.5700179533213644
590,1.0,0.0,6.0,0.0,0.0,0.0,211.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,160.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,481.0,0.5851581508515815
592,0.0,0.0,6.0,0.0,0.0,0.0,161.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,434.0,0.6147308781869688
594,1.0,0.0,6.0,0.0,0.0,0.0,254.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,205.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,569.0,0.6343366778149386
596,0.0,0.0,7.0,0.0,0.0,0.0,188.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,434.0,0.6262626262626263
600,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,160.0,26.0,0.0,0.0,0.0,5.0,4.0,0.0,200.0,0.0,0.0,535.0,0.6948051948051948
601,0.0,0.0,9.0,0.0,0.0,0.0,227.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,556.0,0.5803757828810021
603,2.0,0.0,7.0,0.0,0.0,0.0,308.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,214.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,627.0,0.6052123552123552
604,0.0,0.0,11.0,0.0,0.0,0.0,275.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,175.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,596.0,0.640171858216971
608,1.0,0.0,11.0,0.0,0.0,0.0,227.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,258.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,632.0,0.6307385229540918
610,1.0,0.0,9.0,0.0,0.0,0.0,179.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,161.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,447.0,0.5944148936170213
613,1.0,0.0,11.0,0.0,0.0,0.0,220.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,220.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,579.0,0.6564625850340136
614,1.0,0.0,10.0,0.0,0.0,0.0,248.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,212.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,568.0,0.6543778801843319
615,0.0,0.0,0.0,1.0,257.0,3.0,0.0,163.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,131.0,0.0,0.0,0.0,594.0,0.6527472527472528
616,0.0,0.0,7.0,0.0,0.0,0.0,270.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,191.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,601.0,0.6113936927772126
617,0.0,0.0,0.0,13.0,255.0,7.0,0.0,256.0,0.0,0.0,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,137.0,0.0,0.0,0.0,738.0,0.6968838526912181
621,1.0,0.0,5.0,0.0,0.0,0.0,262.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,620.0,0.6294416243654822
622,0.0,0.0,0.0,1.0,165.0,5.0,0.0,87.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,87.0,0.0,0.0,0.0,373.0,0.5224089635854342
624,1.0,0.0,3.0,0.0,0.0,0.0,238.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,247.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,580.0,0.6311207834602829
625,0.0,0.0,9.0,0.0,0.0,0.0,359.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,218.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,665.0,0.6792645556690501
627,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,164.0,37.0,0.0,0.0,0.0,5.0,4.0,0.0,234.0,0.0,0.0,604.0,0.6188524590163934
