SEZIONE,Azzaretto Natale ,Boatti Giuseppe Riccardo ,Brenna Sergio Luigi,Campiotti Aquilele Quilino ,Cantù Maria Cristina,Capotosti Roberta,Cerno Tommaso ,D'Alfonso Franco Maria,Dovis Giovanni Mario ,Escobar Roberto Luigi ,Ferrara Salvatore ,Framba Francesco ,Laforgia Francesco ,Leccisi Gabriele Giuseppe ,Ligi Isabella ,Musciolà Filomena Patrizia,Oddenino Ruben ,Pagliuca Luigi ,Palmieri Antonio ,Perduca Marco ,Pessina Angela ,Pongiluppi Eleuteri Emanuela ,Previato Sonia ,Re Fraschini Mario Antonio,Riva Nadia ,Ruffini Luigino ,Santaniello Tiziana ,Sciascia Salvatore ,Tacchini Valerio Giovanni Mich,Zerkaoui Mounira ,TOTALE,AFFLUENZA
1471,0.0,0.0,9.0,0.0,0.0,0.0,224.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,616.0,0.6921348314606741
1474,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,258.0,40.0,0.0,0.0,0.0,6.0,2.0,0.0,278.0,0.0,0.0,767.0,0.72018779342723
1476,0.0,0.0,0.0,0.0,156.0,2.0,0.0,165.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,401.0,0.6683333333333333
1478,2.0,0.0,6.0,0.0,0.0,0.0,218.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,587.0,0.6716247139588101
1479,0.0,0.0,0.0,6.0,266.0,3.0,0.0,216.0,0.0,0.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,104.0,0.0,0.0,0.0,645.0,0.6670113753877973
1480,0.0,0.0,0.0,2.0,161.0,2.0,0.0,112.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,113.0,0.0,0.0,0.0,408.0,0.565880721220527
1483,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,92.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,256.0,0.0,0.0,501.0,0.62625
1484,0.0,0.0,7.0,0.0,0.0,0.0,235.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,229.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,561.0,0.6324689966178129
1486,2.0,0.0,6.0,0.0,0.0,0.0,135.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,169.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,492.0,0.625158831003812
1488,0.0,0.0,0.0,1.0,109.0,3.0,0.0,32.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,226.0,0.4256120527306968
1489,0.0,0.0,0.0,2.0,141.0,5.0,0.0,86.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,84.0,0.0,0.0,0.0,341.0,0.5526742301458671
1491,0.0,0.0,0.0,1.0,173.0,3.0,0.0,92.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,70.0,0.0,0.0,0.0,366.0,0.5111731843575419
1492,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,17.0,0.0,0.0,0.0,10.0,1.0,0.0,205.0,0.0,1.0,483.0,0.6113924050632912
1494,0.0,0.0,0.0,3.0,127.0,1.0,0.0,48.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,256.0,0.4436741767764298
1495,0.0,0.0,0.0,5.0,160.0,2.0,0.0,104.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,395.0,0.6039755351681957
1496,0.0,0.0,0.0,0.0,265.0,6.0,0.0,125.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,109.0,0.0,0.0,0.0,529.0,0.6201641266119577
1499,0.0,0.0,0.0,2.0,209.0,6.0,0.0,145.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,484.0,0.6612021857923497
1500,0.0,0.0,0.0,1.0,180.0,2.0,0.0,123.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,87.0,0.0,0.0,0.0,418.0,0.5813630041724618
1501,0.0,0.0,0.0,2.0,211.0,2.0,0.0,209.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,75.0,0.0,0.0,0.0,527.0,0.6419001218026796
1503,1.0,0.0,7.0,0.0,0.0,0.0,246.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,229.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,560.0,0.6611570247933884
1504,0.0,0.0,0.0,3.0,177.0,7.0,0.0,88.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,162.0,0.0,0.0,0.0,463.0,0.6148738379814077
1505,0.0,0.0,0.0,1.0,265.0,3.0,0.0,198.0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,77.0,0.0,0.0,0.0,572.0,0.7053020961775586
1506,0.0,0.0,0.0,0.0,189.0,4.0,0.0,200.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,99.0,0.0,0.0,0.0,535.0,0.711436170212766
1507,2.0,0.0,9.0,0.0,0.0,0.0,215.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,459.0,0.6047430830039525
1508,0.0,0.0,7.0,0.0,0.0,0.0,279.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,235.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,634.0,0.6462793068297655
1512,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,31.0,0.0,0.0,0.0,17.0,2.0,0.0,255.0,0.0,0.0,641.0,0.6211240310077519
1514,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,141.0,30.0,0.0,0.0,0.0,7.0,0.0,0.0,229.0,0.0,0.0,500.0,0.625
1515,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,154.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,206.0,0.0,0.0,518.0,0.6324786324786325
1516,0.0,0.0,0.0,3.0,228.0,5.0,0.0,178.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,125.0,0.0,0.0,0.0,582.0,0.6402640264026402
1517,0.0,0.0,0.0,5.0,258.0,5.0,0.0,235.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,105.0,0.0,0.0,0.0,651.0,0.6118421052631579
1520,0.0,0.0,0.0,4.0,200.0,2.0,0.0,177.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,92.0,0.0,0.0,0.0,502.0,0.6477419354838709
1521,1.0,0.0,7.0,0.0,0.0,0.0,135.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,316.0,0.5154975530179445
1523,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,173.0,28.0,0.0,0.0,0.0,8.0,1.0,0.0,238.0,0.0,0.0,583.0,0.6662857142857143
1525,4.0,0.0,7.0,0.0,0.0,0.0,259.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,240.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,623.0,0.6906873614190687
1526,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,113.0,0.0,2.0,252.0,0.43902439024390244
1528,0.0,0.0,0.0,1.0,167.0,6.0,0.0,88.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,119.0,0.0,0.0,0.0,403.0,0.5581717451523546
1529,0.0,0.0,0.0,0.0,282.0,4.0,0.0,223.0,0.0,0.0,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,116.0,0.0,0.0,0.0,678.0,0.6989690721649484
1530,0.0,0.0,0.0,1.0,199.0,3.0,0.0,140.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,93.0,0.0,0.0,0.0,462.0,0.66
1531,0.0,0.0,0.0,1.0,183.0,2.0,0.0,120.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,88.0,0.0,0.0,0.0,418.0,0.5854341736694678
1532,0.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,80.0,40.0
1534,0.0,0.0,0.0,0.0,50.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,112.0,5.333333333333333
1535,0.0,0.0,0.0,0.0,31.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,77.0,inf
1536,0.0,0.0,0.0,0.0,27.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,71.0,inf
1538,0.0,0.0,0.0,0.0,65.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,144.0,inf
1539,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,59.0,14.75
1540,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,59.0,inf
1541,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,95.0,10.555555555555555
1544,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,63.0,inf
1547,0.0,0.0,0.0,1.0,20.0,2.0,0.0,20.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,53.0,inf
1550,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,2.0,50.0,0.1893939393939394
1552,0.0,0.0,0.0,3.0,187.0,3.0,0.0,230.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,132.0,0.0,0.0,0.0,593.0,0.6574279379157428
1553,0.0,0.0,0.0,5.0,177.0,2.0,0.0,190.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,461.0,0.6367403314917127
1554,0.0,0.0,0.0,1.0,155.0,3.0,0.0,202.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,453.0,0.6380281690140845
1556,0.0,0.0,0.0,2.0,113.0,0.0,0.0,110.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,300.0,0.5291005291005291
1558,0.0,0.0,0.0,5.0,266.0,4.0,0.0,271.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,54.0,0.0,0.0,0.0,620.0,0.6519453207150369
1559,1.0,0.0,6.0,0.0,0.0,0.0,252.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,629.0,0.7091319052987599
1565,0.0,0.0,11.0,0.0,0.0,0.0,213.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,185.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,553.0,0.6614832535885168
1566,0.0,0.0,9.0,0.0,0.0,0.0,238.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,188.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,558.0,0.6595744680851063
1568,0.0,0.0,0.0,4.0,228.0,10.0,0.0,201.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,129.0,0.0,0.0,0.0,612.0,0.6469344608879493
1571,0.0,0.0,0.0,3.0,198.0,2.0,0.0,172.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,139.0,0.0,0.0,0.0,547.0,0.6098104793756968
1572,0.0,0.0,0.0,5.0,234.0,4.0,0.0,136.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,125.0,0.0,0.0,0.0,528.0,0.654275092936803
1573,0.0,0.0,0.0,1.0,150.0,3.0,0.0,143.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,109.0,0.0,0.0,0.0,435.0,0.6454005934718101
1574,0.0,0.0,0.0,2.0,218.0,2.0,0.0,181.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,87.0,0.0,0.0,0.0,521.0,0.6594936708860759
1579,0.0,0.0,12.0,0.0,0.0,0.0,299.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,237.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,690.0,0.6686046511627907
1583,0.0,0.0,0.0,7.0,183.0,2.0,0.0,156.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,132.0,0.0,0.0,0.0,527.0,0.6506172839506172
1586,0.0,0.0,0.0,2.0,166.0,3.0,0.0,108.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,96.0,0.0,0.0,0.0,392.0,0.5697674418604651
1587,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,35.0,0.0,0.0,0.0,7.0,2.0,0.0,256.0,0.0,1.0,621.0,0.6764705882352942
1588,0.0,0.0,0.0,1.0,187.0,2.0,0.0,156.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,109.0,0.0,0.0,0.0,491.0,0.6435124508519003
1590,0.0,0.0,0.0,0.0,238.0,6.0,0.0,193.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,70.0,0.0,0.0,0.0,538.0,0.5957918050941307
1592,0.0,0.0,0.0,1.0,151.0,1.0,0.0,209.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,84.0,0.0,0.0,0.0,492.0,0.6666666666666666
1593,0.0,0.0,0.0,2.0,179.0,8.0,0.0,215.0,0.0,0.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,108.0,0.0,0.0,0.0,559.0,0.6538011695906433
1594,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,202.0,22.0,0.0,0.0,0.0,6.0,6.0,0.0,226.0,0.0,0.0,670.0,0.6498545101842871
1595,0.0,0.0,0.0,2.0,178.0,1.0,0.0,251.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,122.0,0.0,0.0,0.0,598.0,0.6651835372636262
1596,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,132.0,19.0,0.0,0.0,0.0,7.0,3.0,0.0,230.0,0.0,0.0,474.0,0.6396761133603239
1597,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,158.0,0.0,0.0,405.0,0.6841216216216216
1599,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,124.0,17.0,0.0,0.0,0.0,5.0,8.0,0.0,191.0,0.0,0.0,458.0,0.5804816223067174
1601,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,85.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,159.0,0.0,0.0,376.0,0.5410071942446043
1605,1.0,0.0,2.0,0.0,0.0,0.0,157.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,211.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,492.0,0.6604026845637584
1606,0.0,0.0,4.0,0.0,0.0,0.0,214.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,236.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,569.0,0.6838942307692307
1608,1.0,0.0,4.0,0.0,0.0,0.0,208.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,250.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,580.0,0.6380638063806381
1609,0.0,0.0,0.0,0.0,127.0,1.0,0.0,59.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,295.0,0.47811993517017826
1610,0.0,0.0,0.0,6.0,237.0,7.0,0.0,214.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,115.0,0.0,0.0,0.0,622.0,0.6432264736297828
1613,0.0,0.0,4.0,0.0,0.0,0.0,305.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,614.0,0.6652221018418202
1615,0.0,0.0,0.0,0.0,168.0,4.0,0.0,92.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,341.0,0.4970845481049563
1616,0.0,0.0,0.0,0.0,177.0,5.0,0.0,95.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,109.0,0.0,0.0,0.0,408.0,0.5666666666666667
1617,0.0,0.0,0.0,2.0,188.0,2.0,0.0,116.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,110.0,0.0,0.0,0.0,460.0,0.5867346938775511
1620,0.0,0.0,0.0,5.0,245.0,5.0,0.0,270.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,103.0,0.0,0.0,0.0,685.0,0.6517602283539486
1621,0.0,0.0,0.0,0.0,186.0,3.0,0.0,146.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,96.0,0.0,0.0,0.0,455.0,0.5833333333333334
1622,0.0,0.0,0.0,7.0,249.0,2.0,0.0,291.0,0.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,102.0,0.0,0.0,0.0,693.0,0.6985887096774194
1625,0.0,0.0,13.0,0.0,0.0,0.0,245.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,163.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,503.0,0.6343001261034048
1630,0.0,0.0,0.0,1.0,167.0,1.0,0.0,302.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,106.0,0.0,0.0,0.0,644.0,0.62890625
1634,0.0,0.0,0.0,3.0,267.0,1.0,0.0,272.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,42.0,0.0,0.0,0.0,612.0,0.6837988826815642
1635,0.0,0.0,0.0,0.0,224.0,3.0,0.0,229.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,61.0,0.0,0.0,0.0,567.0,0.6686320754716981
1637,0.0,0.0,0.0,1.0,257.0,1.0,0.0,285.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,57.0,0.0,0.0,0.0,629.0,0.6607142857142857
1638,0.0,0.0,0.0,3.0,172.0,2.0,0.0,173.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,134.0,0.0,0.0,0.0,519.0,0.6463262764632628
1641,0.0,0.0,0.0,2.0,222.0,5.0,0.0,252.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,93.0,0.0,0.0,0.0,603.0,0.7077464788732394
1643,2.0,0.0,15.0,0.0,0.0,0.0,207.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,215.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,576.0,0.6689895470383276
1644,4.0,0.0,8.0,0.0,0.0,0.0,229.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,177.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,546.0,0.6816479400749064
1645,4.0,0.0,8.0,0.0,0.0,0.0,213.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,209.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,593.0,0.6596218020022246
1647,0.0,0.0,2.0,0.0,0.0,0.0,209.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,197.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,528.0,0.6892950391644909
